location,t,bps,retransmits,snd_cwnd,snd_wnd,rtt,rttvar,phase,S_selected,expected_action,action
23,74.000761,151955845.58576643,1,2099600,11828224,251075,4050,3,1.0,11,11
23,75.001043,154097209.008701,2,4336760,7724544,230660,3819,3,1.0,11,11
23,76.000133,94457795.09276874,0,4336760,11834880,241946,4231,3,1.0,11,11
23,77.001065,137235555.45052716,0,5091168,11834880,229542,1344,3,1.0,11,7
23,78.000525,180452519.62347868,307,4210784,11835904,228379,2292,1,1.2,4,9
23,79.000409,111161949.74555378,1,4210784,11826688,232025,1927,3,1.0,11,10
23,80.000472,150985440.59816793,1,4209336,11800576,241339,1962,3,1.0,11,2
23,81.000095,114337889.31317626,1,4210784,11806208,231532,2141,3,1.0,11,11
23,82.000437,135220057.19193795,0,4210784,11841536,230383,2267,3,1.0,11,5
23,83.001049,91170313.8995809,0,4210784,11844608,228773,4159,2,0.9,6,2
23,84.00087,182484887.47152454,0,4943472,11845632,232257,2470,3,1.0,11,11
23,85.000248,150039688.8556896,1,4979672,11856896,244019,1713,3,1.0,11,11
23,86.00061,134169153.5858135,1,4378752,11857920,231159,3812,3,1.0,11,3
23,87.000491,136331099.42963967,0,4378752,11828224,239048,5420,3,1.0,11,11
23,88.000488,122683757.62608965,2,4377304,11840512,237728,4078,3,1.0,11,11
23,89.000214,123765880.1670203,2,5141848,11856896,234952,5868,3,1.0,11,11
23,90.001131,215808768.45453927,0,5169360,11851264,249941,4522,1,1.15,3,4
23,91.000681,144768636.06761208,1,5736976,11844608,227217,1100,3,1.0,11,11
23,92.000117,207735206.32485235,2,13000144,11853824,261996,1297,3,1.0,11,3
23,93.000224,113234086.29762754,1793,7397832,7269888,232774,2674,2,0.9,6,5
23,94.000491,152002930.83847544,3,5458960,11853824,228475,2471,3,1.0,11,11
23,95.001024,137290282.3754248,0,5128816,11840512,240988,2970,3,1.0,11,11
23,96.000395,209847195.5262177,3,8686552,11707392,230680,2729,3,1.0,11,11
23,97.00096,108990318.79884309,2,5201216,11849728,303599,1631,3,1.0,11,7
23,98.000668,172016693.41714826,2,5201216,11838976,259930,6044,3,1.0,11,5
23,99.000922,131038711.58142328,2,5201216,11855360,297975,1345,3,1.0,11,11
23,100.000356,150031286.56439206,4,8686552,11840512,298397,13554,3,1.0,11,3
23,101.000495,101697736.21484631,414,5395248,11830784,300833,1743,3,1.0,11,4
23,102.000718,138381167.38406187,353,5395248,11841536,260653,2611,3,1.0,11,11
23,103.000423,126915133.85604557,87,5270720,11848704,357526,1722,3,1.0,11,11
23,104.001046,45060695.73867484,518,5149088,9530880,406270,3090,3,1.0,11,10
23,105.001052,50331348.00178813,1689,3450584,10257408,387682,2588,3,1.0,11,11
23,106.000587,111200761.66688557,43,3551944,11859456,351161,3695,1,1.25,5,5
23,107.001066,68124809.37951006,62,4170240,11860480,331929,3265,3,1.0,11,11
23,108.001068,0.0,49,247608,11860480,389479,31009,3,1.0,11,11
23,109.001576,0.0,3,5792,11859456,368169,35367,2,0.9,6,6
23,110.001054,90224634.83641584,2877,3551944,11853824,238848,2167,3,1.0,11,4
23,111.000866,153120881.6615043,2,3549048,11845632,223790,1594,3,1.0,11,9
23,112.000929,100656960.39877862,1,4170240,11856896,228947,2920,3,1.0,11,1
23,113.001052,147831029.237408,1,4174584,11852800,241587,9131,3,1.0,11,11
23,114.000878,106973363.86320285,1,4264360,11845632,223125,1782,3,1.0,11,2
23,115.000898,138409260.0555142,1,5893360,11845632,242516,5967,3,1.0,11,2
23,116.001059,184519658.7860093,2,12037224,11856896,235111,3423,3,1.0,11,11
23,117.000787,229700617.05367088,3,10251840,11465216,230561,1905,1,1.1,2,2
23,118.000855,185585341.6068673,1,7208144,11855360,231310,1396,3,1.0,11,8
23,119.00063,209762398.11993256,1,5902048,11855360,251092,2413,3,1.0,11,11
23,120.000845,184509696.53321052,1,12037224,11826688,231512,3553,3,1.0,11,11
23,121.001051,204430208.67466572,36,6967776,11860480,275439,9202,3,1.0,11,11
23,122.001053,161480376.7506632,369,5933904,11845632,235448,2026,3,1.0,11,10
23,123.000131,121747069.75068028,2609,5519776,11860480,339519,4584,2,0.9,6,2
23,124.0002,140499486.41934815,239,5414072,11857920,239777,6927,3,1.0,11,8
23,125.00086,140416517.15480125,0,5414072,11833344,229380,4541,3,1.0,11,4
23,126.000288,142687957.18942422,3,5680504,11859456,247613,3186,3,1.0,11,8
23,127.000425,160410156.38448456,3,6356720,11851264,249591,5189,3,1.0,11,11
23,128.000163,203477059.469827,4,6388576,11821056,238785,1426,3,1.0,11,10
23,129.001049,160290116.81671646,2,3087136,11857920,278283,2828,3,1.0,11,11
23,130.000137,108101918.10272561,353,4791432,11824128,245721,2212,3,1.0,11,2
23,131.000253,133153707.41642712,0,4791432,11852800,224817,3083,3,1.0,11,11
23,132.000388,179282302.7647541,0,5628376,11820032,226283,2187,3,1.0,11,7
23,133.000269,186668736.142122,1,5631272,11847168,237348,1979,1,1.2,4,4
23,134.000138,176183850.02399927,2,5694984,11859456,245910,3255,3,1.0,11,11
23,135.000868,192797234.7522556,3,6957640,11831808,232169,7097,3,1.0,11,11
23,136.001057,114273192.45465176,323,2914824,11845632,235985,1016,3,1.0,11,11
23,137.001046,115344631.88902494,3,4110872,11857920,243731,19495,2,0.9,6,8
23,138.000337,163693914.53518224,2,4112320,11829248,222862,1192,3,1.0,11,9
23,139.00093,119466826.50288184,2,4829080,10650624,226140,2130,3,1.0,11,1
23,140.000358,165769832.61712518,4,4850800,11862016,234440,2340,3,1.0,11,8
23,141.001039,179184463.7341803,0,5163568,11852800,228797,3200,3,1.0,11,10
23,142.000866,195068877.58637258,2,10273560,11845632,229732,1001,3,1.0,11,11
23,143.00107,110078027.70452946,477,4843560,11858944,233124,3764,3,1.0,11,11
23,144.00063,202464252.57234436,0,4843560,11849728,235316,1890,1,1.15,3,3
23,145.000824,178223352.9544,0,5008632,11844608,221847,597,3,1.0,11,10
23,146.001034,204429380.26935166,1,5690640,11843072,226623,2359,3,1.0,11,5
23,147.001045,195032997.0234587,1,5761592,11857920,227012,6060,3,1.0,11,3
23,148.000115,179473408.29281384,1,7290680,11852800,233249,2400,3,1.0,11,2
23,149.001286,185380872.323749,24,16711368,11859456,266935,1371,3,1.0,11,11
23,150.000412,200453208.6779058,505,5011528,11848704,226428,1447,3,1.0,11,11
23,151.000142,133205118.58630347,0,5011528,11849728,226443,6038,2,0.9,6,6
23,152.001054,183333608.72026563,0,5886120,11856896,245339,29262,3,1.0,11,3
23,153.000315,169994934.58237317,404,5012976,11859456,226398,4755,3,1.0,11,11
23,154.001051,138310235.92172566,3,5012976,11853824,226574,3185,3,1.0,11,4
23,155.000171,224592906.4259229,2,5886120,11843072,231971,1883,3,1.0,11,11
23,156.00097,169733704.84207207,1,5915080,11857920,228945,2142,3,1.0,11,3
23,157.000593,156296747.7767272,1,5083928,11857920,228377,1138,3,1.0,11,11
23,158.000727,180330909.23759854,0,5083928,11849728,221775,2154,3,1.0,11,1
23,159.000544,170949169.34905705,1,5970104,11849728,221895,1709,3,1.0,11,11
23,160.000113,188825063.82652578,1,5991824,11851264,223120,1883,3,1.0,11,4
23,161.000642,180259705.45375016,0,6313280,11862016,254082,1775,3,1.0,11,9
23,162.001045,176089795.605183,3,12774256,11857920,227637,2391,3,1.0,11,11
23,163.001046,245366550.00022316,2,4704552,11847168,230707,1567,3,1.0,11,11
23,164.000692,337761036.6999455,0,13124672,11837440,234857,1901,1,1.05,1,8
23,165.000195,326269286.46110827,0,13124672,11857920,247733,8248,3,1.0,11,5
23,166.001005,272409101.23958075,2,8279664,11833344,243334,1200,3,1.0,11,2
23,167.000804,155220445.27024147,1,15411064,11858944,320690,22812,3,1.0,11,2
23,168.000189,142694092.97060052,3637,7354392,11860480,249571,1990,2,0.9,6,6
23,169.000645,137300850.1717259,0,7354392,11819520,228777,1503,3,1.0,11,6
23,170.000558,224414793.19948524,1,6599984,11849728,229387,1170,3,1.0,11,11
23,171.001059,179216701.865152,2,10664520,11847680,235555,4662,3,1.0,11,2
23,172.001044,228593001.55157322,1293,6114904,11860480,227238,5044,3,1.0,11,5
23,173.000528,175202596.0857741,1,6114904,11849728,248282,4570,3,1.0,11,11
23,174.000999,185510577.278136,0,6114904,11855360,255428,928,3,1.0,11,11
23,175.001054,143647017.8088291,24,7183528,11845120,229097,2955,3,1.0,11,11
23,176.000138,185768116.37127554,1376,3957384,11856896,225473,3809,3,1.0,11,3
23,177.001189,113127316.94844323,1,1853440,11831808,222527,1191,3,1.0,11,11
23,178.001471,115310836.67317763,1,3957384,11848704,225839,2634,3,1.0,11,6
23,179.001049,136372429.28584957,0,3957384,11816960,225947,3960,3,1.0,11,11
23,180.001049,135266304.0,1,3957384,11856896,235071,2770,3,1.0,11,11
23,181.000445,112265437.39018361,2,4661112,11844608,228859,1456,3,1.0,11,2
23,182.000477,209708500.21404538,2,4900032,11856896,280230,22672,1,1.15,3,3
23,183.000732,110072412.78182264,222,3938560,11857920,221702,2181,3,1.0,11,11
23,184.000185,89177739.49448472,0,3938560,11826688,227292,8497,2,0.9,6,4
23,185.001006,143537068.87354422,1,3937112,11822592,235364,2720,3,1.0,11,2
23,186.00106,136307519.14749935,0,3937112,11841536,229231,2985,3,1.0,11,6
23,187.000118,89212997.91302547,0,4623464,11829248,233586,2641,3,1.0,11,4
23,188.000108,181405464.51818985,0,4630704,11832320,233599,3340,3,1.0,11,11
23,189.000551,118436622.7411506,39,4774056,11822592,237396,3338,3,1.0,11,6
23,190.000833,145710966.3415608,112,4403368,11841536,228294,4539,3,1.0,11,11
23,191.000588,90199632.66313204,0,3095824,11821056,261389,2390,3,1.0,11,11
23,192.000544,138418120.7678341,6,3094376,11834880,222609,2822,3,1.0,11,8
23,193.000779,90156352.72725375,0,5170808,11838976,229778,833,3,1.0,11,11
23,194.000458,160483638.5959081,1,5178048,11175424,229843,4117,3,1.0,11,4
23,195.000137,111184743.07951804,7,5296784,9138176,227271,1989,3,1.0,11,10
23,196.000238,201306266.0523164,1,7108232,11827712,236710,7367,1,1.15,3,3
23,197.00141,191664787.11866146,4,16136512,11856896,257544,34715,3,1.0,11,11
23,198.000395,100765573.8127466,2267,4855144,11838976,227479,5395,2,0.9,6,2
23,199.000683,134179083.13009521,0,4855144,11844608,227749,2013,3,1.0,11,11
23,200.00049,134243637.00043294,0,4855144,11840512,240979,1470,3,1.0,11,9
23,201.000606,158316612.75496453,1,4853696,11806208,222653,1875,3,1.0,11,3
23,202.000972,135216818.36038417,12,5700776,11856896,226178,7238,3,1.0,11,11
23,203.001092,212835378.44206485,2,5708016,11838976,223435,4221,3,1.0,11,11
23,204.000817,170964906.05570966,1,5828200,11856896,240576,1740,3,1.0,11,1
23,205.000422,227630906.20360872,0,8065360,11841536,234139,2524,1,1.1,2,5
23,206.000954,172923039.5720851,1,9462680,11833344,280451,9527,3,1.0,11,11
23,207.001313,216977324.47335032,1,9462680,11851264,242666,5074,3,1.0,11,7
23,208.001057,137398630.31719378,132,8543200,11857920,229065,2302,2,0.9,6,6
23,209.000482,250753848.96972388,2,9190456,11837440,234769,1960,3,1.0,11,5
23,210.001046,107942450.70852304,1553,5076688,11852288,244531,13038,3,1.0,11,4
23,211.000726,159434573.82786953,28,5076688,11784192,239283,3567,3,1.0,11,8
23,212.001049,171910926.94164518,32,5959968,11835904,263415,28916,3,1.0,11,11
23,213.001049,135266304.0,679,3993584,11824128,222889,1802,3,1.0,11,11
23,214.001007,44042042.7027689,1100,3903808,10485760,300533,4888,3,1.0,11,10
23,215.000885,162549112.7323057,1,4688624,11857920,225790,6266,3,1.0,11,10
23,216.00105,180325320.90850338,0,4724824,11855360,233027,5271,3,1.0,11,11
23,217.000676,112239611.76373538,2,5541496,11855360,224377,2700,3,1.0,11,6
23,218.000103,238163214.62778145,2,10260528,11814400,253891,1487,1,1.1,2,1
23,219.000137,217047857.87553328,1,3617104,11855360,234570,922,3,1.0,11,2
23,220.001049,128857336.41481526,39,8201472,11859456,248967,6324,2,0.9,6,6
23,221.000701,237060666.45436147,1,8200024,11831808,225773,2893,3,1.0,11,7
23,222.001138,189709348.982129,2,10264872,11856896,231494,2247,3,1.0,11,11
23,223.00106,99622492.79395266,4278,4501832,8017408,248136,9346,3,1.0,11,11
23,224.000737,199293811.4168112,0,5415520,11851264,228615,9091,3,1.0,11,11
23,225.000657,180369499.65405986,0,4546720,11849728,259661,2743,3,1.0,11,11
23,226.000337,149994368.79858777,1,5414072,11847168,223515,1994,3,1.0,11,5
23,227.000986,91166946.89669494,1,5414072,11847168,238244,16276,3,1.0,11,11
23,228.000217,190987705.19829872,152,6358168,11831808,234160,1677,3,1.0,11,11
23,229.000209,201328200.01284322,21,6365408,11859456,236239,4650,3,1.0,11,11
23,230.000779,183396253.34774148,1,6516000,11855872,231369,2981,3,1.0,11,3
23,231.00106,210704573.0096369,1,3427416,11816960,222976,1998,1,1.15,3,3
23,232.000819,187740345.96498016,2,6924336,11833344,263818,3802,3,1.0,11,2
23,233.000788,181409270.6742715,0,6924336,11799040,235503,2426,3,1.0,11,11
23,234.00041,228676010.42633128,0,8133416,11826688,253397,2457,3,1.0,11,4
23,235.001312,171811480.30408037,1,8152240,11801600,246511,7415,3,1.0,11,2
23,236.000474,295946429.6925282,1,8453424,11838976,263729,1554,3,1.0,11,8
23,237.000336,140528574.80063483,1308,7203800,11848704,253155,1627,2,0.9,6,8
23,238.000229,184569123.11275026,1,7202352,11856896,229511,1980,3,1.0,11,11
23,239.001051,135155213.43567288,2,8459216,9654784,234455,3502,3,1.0,11,9
23,240.001052,153091950.00013924,1501,6114904,8569344,240472,14316,3,1.0,11,3
23,241.000102,153237668.5408318,1,5220040,11852800,223772,2538,3,1.0,11,4
23,242.001048,136186041.88664287,1,6114904,11847168,237539,18971,3,1.0,11,1
23,243.000309,163698825.8941371,495,6096080,11849728,247965,4156,3,1.0,11,8
23,244.000411,140494847.46294543,1,6094632,11826688,250971,8550,3,1.0,11,11
23,245.000315,186664452.096127,0,6094632,11848704,226200,1815,3,1.0,11,5
23,246.000348,227533478.623099,1,7157464,11838976,224622,2087,1,1.1,2,5
23,247.000434,203406261.25264034,2,7170496,8217088,236321,7699,3,1.0,11,11
23,248.00106,136229604.62965128,1,3385424,11847168,228874,2133,2,0.9,6,2
23,249.000624,159453074.8125008,0,6172824,11845632,243866,3488,3,1.0,11,8
23,250.000088,159469031.31901526,1,6172824,11853824,287566,2871,3,1.0,11,6
23,251.000757,200144119.0773804,2,6171376,11856896,266378,4257,3,1.0,11,3
23,252.001054,135226148.5491748,1,7257376,11843072,230654,1838,3,1.0,11,5
23,253.001051,187695663.37666708,2,7334120,11847168,246467,7689,3,1.0,11,11
23,254.001044,143655913.81948644,2,6394368,11845632,240365,7990,3,1.0,11,11
23,255.000346,193072743.05783218,2,6394368,11848704,228848,2395,3,1.0,11,11
23,256.000272,206584765.25714406,0,7509328,11830784,226958,3124,1,1.15,3,3
23,257.001058,141446590.4983192,186,5043384,11856896,262098,11617,3,1.0,11,11
23,258.000229,154268557.76492038,692,4294768,11845632,226913,3871,3,1.0,11,11
23,259.001056,135154537.30101284,0,4294768,11833344,236388,3491,3,1.0,11,11
23,260.000505,168913805.02967063,3,4293320,11830784,228002,2473,3,1.0,11,11
23,261.00105,90128413.77283557,1,5043384,11844608,225053,1314,2,0.9,6,1
23,262.000901,200307864.19772807,0,5046280,11837440,226229,2593,3,1.0,11,11
23,263.00104,172990994.59226435,1,5124472,5968384,232803,5023,3,1.0,11,3
23,264.000356,139556067.54651618,0,6562336,11852800,247889,2465,3,1.0,11,6
23,265.001034,184424346.76272494,2,13685048,11845632,236351,5566,3,1.0,11,11
23,266.001054,190837010.0765423,193,11654952,11841536,291465,6994,3,1.0,11,5
23,267.000607,151062465.18029517,762,7767072,11851264,226354,1839,3,1.0,11,9
23,268.001029,210674871.01798108,2,5904944,11840512,237769,1890,3,1.0,11,11
23,269.000778,228646957.2794313,0,13685048,11828224,267981,1660,1,1.1,2,9
23,270.001059,175063003.44581774,604,11114848,11859456,279441,3073,3,1.0,11,5
23,271.001046,119539217.27018291,1281,9106472,10211328,227033,2502,2,0.9,6,3
23,272.001069,203419063.85767788,1,8844384,11849728,228945,1331,3,1.0,11,11
23,273.000923,161504279.06629428,1282,6067120,11822592,224958,1048,3,1.0,11,3
23,274.001042,137347115.69402042,2,6067120,11851264,228090,2294,3,1.0,11,11
23,275.000404,216144557.98258433,1,6065672,11834880,233958,1781,3,1.0,11,5
23,276.000971,206452421.86267343,1,7124160,11844608,227698,877,3,1.0,11,11
23,277.000115,170014841.6958443,303,4685728,11851264,227157,1396,3,1.0,11,11
23,278.000075,170924724.0859073,2,4685728,11856896,246636,1945,3,1.0,11,1
23,279.00103,167612092.861815,1,5502400,11856896,233404,571,3,1.0,11,11
23,280.000813,182491828.46998233,0,5513984,11815424,225702,3811,3,1.0,11,7
23,281.001,158305366.66311187,1,5754352,11821056,227457,1347,3,1.0,11,11
23,282.000658,211884819.0345557,1,3165328,11852800,249309,1355,1,1.15,3,7
23,283.001105,141494507.02628273,1,5582040,11851264,223182,1912,2,0.9,6,6
23,284.000952,180382671.47286075,0,5582040,11829248,238142,2187,3,1.0,11,11
23,285.000917,178264157.09322295,1,7561456,11837440,227247,1260,3,1.0,11,11
23,286.00079,242251826.22085646,0,9339600,11830784,226300,1208,3,1.0,11,9
23,287.00104,317639123.9745676,0,9611824,11826688,292766,14721,3,1.0,11,11
23,288.001056,0.0,6973,5466200,11692032,392336,23967,3,1.0,11,11
23,289.000484,103868439.4246544,26,3576560,11859456,275618,2232,3,1.0,11,11
23,290.000918,47165448.26057473,3417,3084240,9200128,379494,11028,3,1.0,11,11
23,291.00093,61865239.1339683,633,3368048,11856896,229482,2620,3,1.0,11,6
23,292.00041,93371816.49685755,0,4387440,11852800,241214,11527,3,1.0,11,10
23,293.000667,92250978.09380695,631,3583800,11856896,232225,10581,3,1.0,11,9
23,294.000825,89114884.09832117,0,3583800,11824128,222143,1320,3,1.0,11,11
23,295.000996,136291581.48279116,0,4865280,11847168,224959,1401,1,1.25,5,10
23,296.000844,134238131.101105,0,5166464,11857920,242535,6156,3,1.0,11,11
23,297.000631,190881494.91229823,5,5347464,11849728,235212,1873,1,1.15,3,3
23,298.001049,93284276.04492885,1,8024816,11860480,290920,3701,3,1.0,11,11
23,299.000757,127963637.78592737,3303,3747424,11851264,229305,2449,3,1.0,11,4
23,300.000343,90214886.21350616,1,4926096,11859456,228881,3607,3,1.0,11,11
23,300.255363,0.0,0,4926096,11831808,262161,8885,3,1.0,11,11
24,1.001092,2094864.4978541918,0,40544,78336,370933,11875,3,1.0,11,11
24,2.001069,9437401.129995596,0,208512,352256,364577,2126,3,1.0,11,8
24,3.000365,68205455.99029908,0,1219216,1848832,363979,1948,3,1.0,11,11
24,4.001093,80681614.8862726,0,6514552,10974208,386695,3464,3,1.0,11,11
24,5.001079,89130208.45498723,177,23899240,9942016,379740,6718,3,1.0,11,4
24,6.001076,111149387.2509872,2877,23899240,11857920,387547,8513,1,1.2,4,3
24,7.001038,47187714.44323866,816,6350928,6646784,410439,1514,3,1.0,11,6
24,8.001043,55574249.75139313,59,3730048,11859456,376385,4698,2,0.9,6,6
24,9.001071,101709022.70482068,0,9034072,11855360,413236,1351,3,1.0,11,11
24,10.001074,45088633.62540047,2144,6350928,10676736,373344,3926,3,1.0,11,8
24,11.000464,100724737.47892947,0,6207576,11812864,369275,2744,3,1.0,11,9
24,12.00104,138332349.89842734,35,10610944,11859456,385678,1829,3,1.0,11,11
24,13.00007,121752917.05873428,148,8854520,11790848,377374,1860,3,1.0,11,7
24,14.001076,104752218.51453255,2,8853072,6526464,379171,6916,3,1.0,11,10
24,15.001066,50332152.0050469,120,6310384,9107456,379719,2404,3,1.0,11,1
24,16.001107,74445843.12519227,64,6310384,11858944,379515,2880,3,1.0,11,11
24,17.000902,92293606.37789616,66,6308936,11060736,495447,2729,3,1.0,11,2
24,18.00046,88119335.21753056,160,7409416,11847168,373347,2620,3,1.0,11,3
24,19.001073,92218160.6498054,286,6310384,8251392,381331,4037,3,1.0,11,6
24,20.000616,110150817.69126171,0,6310384,11853824,368035,938,1,1.2,4,10
24,21.000825,95400479.791147,15,6310384,11853824,391496,2535,3,1.0,11,7
24,22.001085,0.0,409,6051192,11622400,381014,10057,2,0.9,6,11
24,23.000108,132249781.35601416,0,5889016,11855360,386140,1838,3,1.0,11,7
24,24.001073,46092864.4227564,97,7409416,10432000,369829,1297,3,1.0,11,11
24,25.000359,143757555.47535607,0,7409416,11816960,377772,2940,3,1.0,11,11
24,26.000652,134178411.52037464,0,7415208,11857920,378530,2490,3,1.0,11,10
24,27.001081,127871410.7873383,3,7432584,11838976,387530,2393,3,1.0,11,6
24,28.00078,139502598.7643652,0,7581728,11855360,378927,1037,3,1.0,11,1
24,29.000172,114364320.5926245,5,6460976,11826688,369788,3089,3,1.0,11,8
24,30.000548,120540918.29033282,3,6456632,11817984,370674,1373,3,1.0,11,4
24,31.000296,89151426.91185136,0,6498624,11822592,370581,1341,3,1.0,11,4
24,32.000387,136302482.37764665,0,7590416,11856896,371605,1605,3,1.0,11,11
24,33.000141,122713578.11293268,1,7604896,11830784,394086,2167,3,1.0,11,11
24,34.00036,177170545.87130386,2,7725080,9573888,376403,3865,1,1.05,1,1
24,35.001109,45055022.15037027,2,8032056,11856896,383178,3094,2,0.9,6,10
24,36.000088,122808783.15282343,2,6998184,11860480,385127,4792,3,1.0,11,7
24,37.000067,99616810.04385087,4,6889584,8351744,380591,4678,3,1.0,11,9
24,38.000549,91182165.55556713,1,5256240,11856896,380152,1175,3,1.0,11,11
24,39.001078,45064926.36343754,0,6646320,11830784,373888,1524,3,1.0,11,11
24,40.000623,0.0,2493,6998184,11862016,373784,9870,3,1.0,11,7
24,41.000511,90187636.7562557,1796,4920304,11856896,367597,1682,3,1.0,11,2
24,42.001077,89078541.03742056,1,4918856,11837440,369656,2763,3,1.0,11,3
24,43.001075,70254734.37528853,2,8217400,8941056,375771,8685,3,1.0,11,2
24,44.000326,133268969.38742127,2,8217400,8781312,372606,2393,1,1.15,3,3
24,45.000707,95384075.34553094,1,8217400,11853824,430683,1384,3,1.0,11,11
24,46.001099,82805047.72156757,4,8217400,9710592,378136,5742,3,1.0,11,10
24,47.000524,103868749.15482286,38,4737856,11841536,366515,2044,3,1.0,11,4
24,48.000898,102722034.11523873,2,4734960,11837440,381026,2996,3,1.0,11,11
24,49.001072,0.0,4,4734960,11859456,367331,1794,2,0.9,6,6
24,50.001076,106954318.50175703,2,5563216,11852800,397597,1605,3,1.0,11,10
24,51.001082,121634091.0043213,2,5563216,11819520,383178,3024,3,1.0,11,11
24,52.000551,111208109.4834497,2,5574800,11826688,373908,2917,3,1.0,11,11
24,53.000967,106910273.00505976,304,4763920,11799040,364047,1709,3,1.0,11,4
24,54.000882,0.0,710,2730928,11860480,370551,1180,3,1.0,11,6
24,55.000176,82896030.0078575,2581,3349224,11826688,379179,3052,3,1.0,11,5
24,56.000673,46114425.8899232,0,3349224,11833344,364862,2852,3,1.0,11,8
24,57.000314,90209921.25126554,0,3349224,11841536,363200,1504,3,1.0,11,11
24,58.000902,89076577.67891763,0,5593624,11807232,367643,4871,3,1.0,11,8
24,59.000617,95447621.37933326,2,5597968,11859456,365769,3831,3,1.0,11,9
24,60.001063,45068669.08834988,1,5622584,11860480,369283,2663,3,1.0,11,4
24,61.000917,125847490.181528,1,5718152,11853824,401171,3792,1,1.15,3,5
24,62.00094,123729121.31549479,4,2881520,11135488,368149,2759,3,1.0,11,11
24,63.000522,110146522.05841993,1,5241760,11849728,363976,1626,3,1.0,11,1
24,64.000058,89170337.01235063,0,5241760,11848704,364898,888,3,1.0,11,8
24,65.000524,135203300.7338361,0,6155448,11849728,375400,2104,3,1.0,11,11
24,66.001102,95365290.49007197,3,6174272,9240064,386247,8518,3,1.0,11,4
24,67.001074,66062138.6768452,3,6252464,11847168,365946,1480,2,0.9,6,1
24,68.001109,109048082.13394697,0,3035008,11862016,377869,2729,3,1.0,11,6
24,69.001102,45089082.439692825,64,5286648,11572224,374933,4933,3,1.0,11,11
24,70.000632,124839216.26244386,3,5286648,11859456,374005,3116,3,1.0,11,11
24,71.000907,98539044.20287323,3,6330656,11829248,368749,2434,3,1.0,11,11
24,72.000657,135300126.58003214,2,6335000,11859456,369055,2921,3,1.0,11,11
24,73.00083,91210335.10397197,8,6362512,8764928,385353,3515,3,1.0,11,11
24,74.0011,46124889.86272966,2,3100168,9939456,405659,4031,3,1.0,11,10
24,75.000607,129038462.67389916,3,3870504,10663424,379963,4204,1,1.15,3,2
24,76.000856,95396659.54102835,0,5503848,11853824,375082,2179,3,1.0,11,7
24,77.000212,107023678.26545776,5,6463872,11382784,373653,3519,3,1.0,11,11
24,78.000947,55533708.2543287,3,6469664,11823616,392330,7250,3,1.0,11,1
24,79.001079,45082818.660102755,4,6489936,10991616,383463,4415,2,0.9,6,4
24,80.000722,101748193.27818722,59,4516312,11629568,431888,8350,3,1.0,11,9
24,81.000871,105890397.10123914,7,4740752,10374144,418821,4426,3,1.0,11,11
24,82.000376,0.0,1152,3486784,9259520,381925,1136,3,1.0,11,5
24,83.000127,99639533.05415036,269,4196304,9730048,631947,5213,3,1.0,11,5
24,84.000453,48218774.8756746,1387,3643168,11847168,364110,1850,3,1.0,11,1
24,85.000688,45078176.363626875,0,3643168,11835904,372155,1335,3,1.0,11,11
24,86.000826,88068226.67824967,1,4927544,11856896,367034,2816,3,1.0,11,11
24,87.001071,109025195.54290669,0,4927544,11851264,364577,1339,1,1.2,4,4
24,88.001078,89128333.129409,0,4946368,11860480,378381,5717,3,1.0,11,11
24,89.000795,129011358.58259906,2,5033248,11844608,374688,1362,3,1.0,11,11
24,90.001064,119505510.40109834,1,2584680,11847168,365109,2791,3,1.0,11,5
24,91.000371,44070734.041343376,0,4538032,11849728,371217,2804,2,0.9,6,2
24,92.000118,91249200.0292728,0,4538032,11856896,368090,2616,3,1.0,11,8
24,93.000563,117388273.24667765,1,5328640,11857920,368181,1928,3,1.0,11,1
24,94.00059,94369297.5684964,1,5343120,11840512,367216,1005,3,1.0,11,8
24,95.00108,101662062.654098,1,5409728,11849728,375335,5270,3,1.0,11,9
24,96.000811,89152941.76349275,1,5903496,11856896,368535,2141,3,1.0,11,7
24,97.000563,145788221.6551382,0,7542632,11820032,375633,2767,3,1.0,11,9
24,98.001058,134151328.86471483,0,3958832,11821056,366390,2604,3,1.0,11,11
24,99.001059,46137300.00004196,1,7972688,11855360,376803,3538,3,1.0,11,1
24,100.000167,201506332.32540616,0,7971240,11855360,380331,1010,1,1.05,1,1
24,101.00029,139443453.1104629,5,7971240,6806528,377983,5841,3,1.0,11,11
24,102.000988,135171957.97573137,0,9362768,11837440,384152,1796,3,1.0,11,11
24,103.000882,124793769.27657591,3,9371456,11859456,393334,2511,3,1.0,11,11
24,104.000934,106949193.2889154,2,7981376,11833344,372148,2373,3,1.0,11,11
24,105.001109,45080878.88058988,3,7981376,11855360,377793,6227,2,0.9,6,6
24,106.000313,160559936.92596522,2,7940832,11830784,400282,5496,3,1.0,11,1
24,107.000579,134182041.4910385,1,9371456,11844608,369361,1643,3,1.0,11,11
24,108.00011,181488771.4878801,0,9378696,11851264,371005,1532,3,1.0,11,11
24,109.00014,116388439.60503429,2,9390280,11829248,377371,7930,3,1.0,11,11
24,110.001062,112094285.03225048,3,9422136,6507520,373043,5166,3,1.0,11,3
24,111.000556,123794606.06884995,167,5683400,10349568,384331,6219,3,1.0,11,5
24,112.000098,44060371.7423642,0,7832232,11838976,372463,4382,3,1.0,11,10
24,113.000139,147843153.24862128,3,7829336,6899712,377907,4941,1,1.1,2,2
