location,t,bps,retransmits,snd_cwnd,snd_wnd,rtt,rttvar,phase,S_selected,expected_action,action
22,35.000188,136365062.21700954,1,5757248,11859456,181793,4486,3,1.0,11,4
22,36.001048,276586206.551653,1,5776072,11829248,187450,2469,1,1.25,5,5
22,37.000485,279078344.217189,0,6469664,11820032,186372,4166,3,1.0,11,11
22,38.00125,233653710.85284248,2,17932032,11852800,210738,2009,3,1.0,11,11
22,39.00103,228639868.94124448,689,8521480,11826688,192270,3133,3,1.0,11,11
22,40.000893,226523443.24984813,2202,5999064,11845632,186181,2005,3,1.0,11,11
22,41.000606,277952411.3315822,0,11255304,11857920,186533,928,3,1.0,11,11
22,42.001122,282969491.60897547,191,9591552,11849728,203098,4798,3,1.0,11,7
22,43.000273,248723680.53389293,742,7279096,11829248,190907,2960,3,1.0,11,11
22,44.000184,205539186.87770036,549,11262544,11849728,175354,1477,3,1.0,11,11
22,45.001043,161342107.55741277,1667,7271856,10277888,188709,1622,2,0.9,6,10
22,46.000483,204586885.71765646,1018,5784760,11859456,189028,4956,3,1.0,11,11
22,47.000958,184461747.62777224,0,6584056,11860480,180381,4017,3,1.0,11,11
22,48.000332,203551172.6488492,559,7287784,11844608,199948,2372,3,1.0,11,9
22,49.000518,285159641.86182874,1,6624600,11844608,181687,1637,3,1.0,11,1
22,50.000107,208752415.82070994,3,8557680,11855360,189240,4414,3,1.0,11,8
22,51.001046,214756421.23491436,386,6550752,11848704,182245,5108,3,1.0,11,7
22,52.000909,270569668.3262075,0,6549304,11847168,184690,1322,1,1.25,5,5
22,53.001372,233724231.60515183,1,7691776,11860480,181937,2830,3,1.0,11,3
22,54.000895,228698660.91406244,338,4527896,11851264,184574,9415,3,1.0,11,11
22,55.000276,199352838.25781032,237,4527896,11857920,188420,726,3,1.0,11,11
22,56.001053,184406091.3330673,0,5318504,11831808,180018,6132,3,1.0,11,11
22,57.000597,227644792.455468,0,4551064,11841536,181899,2405,3,1.0,11,11
22,58.001042,181322957.7828146,0,4551064,11823616,178355,3537,3,1.0,11,4
22,59.00132,179256663.35327962,0,4551064,11815424,179678,3110,3,1.0,11,11
22,60.000372,248748328.36921838,1,5369184,11852800,181393,1706,3,1.0,11,8
22,61.001085,184417887.74990746,2,6358168,10743808,185886,6565,2,0.9,6,4
22,62.000785,250684866.99766058,290,8851624,6114816,197370,6652,3,1.0,11,11
22,63.00014,228737099.27999955,205,8851624,11831808,192101,2261,3,1.0,11,11
22,64.000276,314530018.3190701,1,8850176,11807232,183844,2403,3,1.0,11,10
22,65.000324,279956342.521131,241,10393744,11845632,176763,2971,3,1.0,11,7
22,66.000829,201224979.31141528,124,8851624,11859456,188289,2495,3,1.0,11,11
22,67.000966,289367340.928874,3,8619944,9553920,194529,3644,3,1.0,11,11
22,68.001094,248480698.82306576,2,10393744,7993344,182729,3076,3,1.0,11,11
22,69.000448,197259716.8183974,1302,5047728,11801600,191547,1868,3,1.0,11,11
22,70.000599,143633217.90163693,1036,5047728,11857920,194141,2964,3,1.0,11,1
22,71.00103,205432366.6509777,3,5926664,11852800,182862,1412,3,1.0,11,2
22,72.000695,240204367.20341128,4,5935352,11138048,186724,4146,3,1.0,11,7
22,73.000332,234966314.95996058,0,6237984,11835904,183607,1109,3,1.0,11,6
22,74.000785,219053153.950746,97,4928992,11826688,197516,3128,3,1.0,11,11
22,75.000339,169945111.18306965,2,4927544,11831808,187343,6202,3,1.0,11,4
22,76.000276,162539520.33266255,144,4924648,11841024,182938,2809,3,1.0,11,11
22,77.00009,243314894.92008433,2,5787656,11845632,199949,1110,3,1.0,11,5
22,78.001021,233614946.74900463,1,5847024,11838976,207270,1024,3,1.0,11,6
22,79.000594,253863793.78839564,1,8221744,11826688,175975,3457,1,1.25,5,7
22,80.00044,183529066.8536156,2,8800944,11855360,216577,3203,3,1.0,11,2
22,81.000666,249504694.7460491,124,7919112,9768960,181849,2659,3,1.0,11,8
22,82.00029,221332754.0388258,203,6552200,11822592,177479,2869,3,1.0,11,11
22,83.001309,165506356.8556859,22,6466768,11837440,220216,3791,2,0.9,6,6
22,84.000196,188953985.31930134,1647,5508192,11844608,182276,1701,3,1.0,11,10
22,85.000749,182351381.5170925,1153,5498056,11831808,177820,5694,3,1.0,11,11
22,86.000925,211775089.55643544,3,6466768,8884736,206349,5395,3,1.0,11,11
22,87.000565,141608740.8537219,59,3953040,11851264,178353,4868,3,1.0,11,4
22,88.000592,156233614.8633996,2,3942904,11852800,191698,2087,3,1.0,11,4
22,89.000089,181494940.60801023,0,4643736,11856896,183785,1568,3,1.0,11,8
22,90.000566,136249894.7451311,459,3922632,11853824,298386,4446,3,1.0,11,4
22,91.000546,93325133.0374315,311,3922632,11858432,184503,3740,3,1.0,11,6
22,92.0001,200367384.1726315,1,3864712,11857920,181939,3845,1,1.25,5,5
22,93.000513,179232483.56276828,0,3922632,11859456,197546,2310,3,1.0,11,3
22,94.000337,147875243.89373505,269,3882088,11856896,187656,1625,3,1.0,11,5
22,95.000267,156248757.6400908,33,3880640,11860480,180622,2826,3,1.0,11,6
22,96.000842,176059543.19883537,1,4559752,11816960,183976,1949,3,1.0,11,11
22,97.000349,194082240.6070841,2,4669800,11812864,173377,1811,3,1.0,11,3
22,98.001106,134116204.85089074,231,4012408,8693760,186178,4446,3,1.0,11,10
22,99.000867,141591602.46384382,3,4009512,11853824,185528,1167,3,1.0,11,6
22,100.000904,137358379.93758526,0,4009512,11847168,191699,1297,3,1.0,11,3
22,101.00094,88077213.1141557,1,4012408,11853824,178233,3866,2,0.9,6,5
22,102.000345,217184451.0068931,0,4010960,11829248,172003,2842,3,1.0,11,11
22,103.000188,182480873.2478928,1,4009512,11829248,177817,2659,3,1.0,11,5
22,104.000848,161374206.28238353,2,4710344,11841536,175750,2727,3,1.0,11,11
22,105.000869,178254180.07846668,0,4749440,11843072,181715,1330,3,1.0,11,11
22,106.000509,216084449.00642008,3,5919424,11859456,172727,3597,3,1.0,11,11
22,107.001083,182347557.82762194,5,11675224,8133632,180653,2727,3,1.0,11,11
22,108.001057,158339090.85693535,649,3174016,11841536,174775,6817,3,1.0,11,9
22,109.001051,135267118.31740224,0,3174016,11851264,194958,2444,3,1.0,11,5
22,110.000218,172109827.167922,16,3174016,11838976,183112,2190,3,1.0,11,11
22,111.000343,113232048.27068186,4,3725704,11104256,190980,5696,3,1.0,11,11
22,112.000904,179205961.64966163,0,3806792,11849728,189805,976,3,1.0,11,11
22,113.000571,135311364.19304672,1,7129952,11831808,190879,6766,3,1.0,11,1
22,114.000747,239033269.40033305,1533,5479232,11845632,220854,5404,1,1.25,5,7
22,115.001054,180299726.489075,213,5479232,11857920,173824,1953,3,1.0,11,11
22,116.000463,257053033.21517995,2,5463304,11848704,168198,2020,3,1.0,11,11
22,117.000615,227506412.8807441,0,5463304,11853824,171946,2013,3,1.0,11,11
22,118.000151,226597562.29020867,0,6433464,11857920,168243,2132,3,1.0,11,11
22,119.000473,302940921.7820619,1,6540616,11852288,182949,2016,3,1.0,11,11
22,120.000496,248506794.50654462,1,11556488,11824640,197234,1466,3,1.0,11,3
22,121.001085,268277437.07521668,4065,7575936,7434240,197516,2164,3,1.0,11,11
22,122.001053,281027363.0379104,1,7575936,11853824,174465,3899,3,1.0,11,11
22,123.001091,256891350.99649334,2,3116096,11840512,189129,1197,3,1.0,11,11
22,124.001365,172967656.73031256,769,9663952,11851264,214599,1886,2,0.9,6,6
22,125.000242,240393868.98617938,2236,6465320,11857920,170264,1916,3,1.0,11,11
22,126.000219,231740627.7476696,1461,8899408,7444480,174746,4301,3,1.0,11,1
22,127.000096,196107837.96807277,1582,7564352,11849728,172308,2444,3,1.0,11,10
22,128.000631,292396268.69465476,1,9588656,11856896,176381,1249,3,1.0,11,10
22,129.001275,355238501.5658204,2,4248432,11422720,196367,2798,3,1.0,11,10
22,130.000326,138543513.2790411,1148,7242896,11837440,187734,2009,3,1.0,11,11
22,131.000454,218075887.57467374,1,5399592,11857920,176563,8859,3,1.0,11,11
22,132.00022,223398965.10825294,820,5693536,11844096,189859,4639,3,1.0,11,11
22,133.000992,213744493.38808665,479,5692088,11799040,174410,1888,3,1.0,11,11
22,134.000347,226638593.7820179,49,6685416,11838464,228936,4196,3,1.0,11,2
22,135.000261,236998560.12822872,512,5595072,11823616,176874,1694,1,1.25,5,5
22,136.000417,204440418.10313022,2,5596520,11822592,193176,1864,3,1.0,11,11
22,137.000264,137384476.5287486,736,5593624,11844608,236409,4454,2,0.9,6,3
22,138.000422,203391617.8244036,38,4645184,11818496,183163,5747,3,1.0,11,11
22,139.000394,179311519.2657227,0,6571024,11857920,169920,1457,3,1.0,11,2
22,140.000746,252617888.17981875,8,6576816,11821056,177372,4279,3,1.0,11,11
22,141.000902,197101531.2994281,29,4265808,11833344,181947,1081,3,1.0,11,11
22,142.000348,138488758.25827852,116,4265808,11834880,174338,1853,3,1.0,11,11
22,143.000639,164578541.31070572,3,4265808,11859456,184988,3699,3,1.0,11,9
22,144.000661,171962671.58363688,56,4257120,11837440,178836,2190,3,1.0,11,11
22,145.000518,153113990.00565764,805,3244968,11846144,193084,8665,3,1.0,11,11
22,146.000331,106974754.11499088,86,5008632,11858944,250042,10469,3,1.0,11,11
22,147.000654,155139129.19124076,553,3036456,11847168,179874,3558,3,1.0,11,1
22,148.000199,89169534.0870965,1,3036456,11859456,170021,2308,3,1.0,11,11
22,149.001198,98467777.26579483,1,3036456,11853824,185190,3944,3,1.0,11,3
22,150.000341,150074981.59628388,0,3035008,11855360,167872,964,3,1.0,11,11
22,151.000554,136285847.4347203,0,3035008,11831808,171032,5527,3,1.0,11,2
22,152.00083,179257026.527066,2,3572216,11856896,185199,1097,1,1.25,5,10
22,153.000968,135247633.827312,0,3856024,11855360,178698,1551,3,1.0,11,11
22,154.000538,112245896.37809893,195,4927544,11843072,248788,2152,2,0.9,6,6
22,155.000597,190829571.41447136,1093,4196304,11851264,167961,1145,3,1.0,11,3
22,156.000515,165688597.1145247,1,1882400,11833344,168451,977,3,1.0,11,2
22,157.000187,182512088.76090258,0,4196304,11837440,172685,2187,3,1.0,11,6
22,158.000909,137264344.1887494,0,4196304,11833344,181514,1824,3,1.0,11,5
22,159.000554,179370173.35579652,0,4927544,11856896,177475,2239,3,1.0,11,7
22,160.000098,155260042.78068784,178,3945800,10908672,190406,2575,3,1.0,11,10
22,161.000999,209526420.08764476,44,3945800,11835904,178885,2310,1,1.25,5,5
22,162.000347,131157516.69568622,31,3900912,11820032,200057,2207,3,1.0,11,8
22,163.000262,185613728.46594,0,4633600,11859456,168683,1762,3,1.0,11,11
22,164.000776,136244845.9996092,0,3954488,11845632,174011,1933,2,0.9,6,6
22,165.000596,203460368.0925574,5,3950144,11834880,171096,1419,3,1.0,11,11
22,166.000331,106983102.763016,94,3814032,9448960,174757,1682,3,1.0,11,11
22,167.000772,226392587.020104,33,4643736,11857920,169868,2402,3,1.0,11,11
22,168.001057,198124392.72097543,3,4791432,11844608,173343,2138,3,1.0,11,3
22,169.000894,184579465.90521735,73,3957384,11855360,175010,2903,3,1.0,11,9
22,170.001096,153061186.74183217,3,1741944,11862016,167845,1581,3,1.0,11,5
22,171.000488,147939167.00513813,1,3957384,11812864,171145,3849,3,1.0,11,11
22,172.000868,142552160.58878076,66,3954488,11804672,182261,1905,3,1.0,11,11
22,173.000118,178391714.72174308,8,3942904,11858944,169642,2230,3,1.0,11,11
22,174.000573,181321142.91661635,28,4653872,11847168,169526,874,3,1.0,11,11
22,175.000427,190868693.44198415,643,3887880,11820032,170673,1513,3,1.0,11,11
22,176.00026,91241350.42000227,2,3886432,10267648,179828,3884,3,1.0,11,1
22,177.000347,224375738.19918948,0,3887880,11843072,169595,1725,1,1.25,5,7
22,178.000128,137393543.46377742,1,3887880,11837440,171439,1666,2,0.9,6,6
22,179.00081,182327877.05416265,0,3887880,11838976,169502,921,3,1.0,11,6
22,180.000567,161519954.66323054,1,3886432,11804672,174335,2187,3,1.0,11,11
22,181.000459,187715377.9396588,1,4569888,11844608,169824,2035,3,1.0,11,11
22,182.001226,189646798.31496352,2,4875416,11841536,184594,2561,3,1.0,11,2
22,183.000859,250701667.95164362,1,10463248,11844608,187165,6168,3,1.0,11,11
22,184.00048,302104393.4005166,648,9204936,11835904,211675,1512,3,1.0,11,11
22,185.000413,256918332.40315562,2,9193352,11849728,202032,2562,3,1.0,11,11
22,186.000671,247400114.4639716,2,9204936,11835392,188380,7173,3,1.0,11,7
22,187.001114,169794096.31917167,612,8272424,10166272,185748,2929,3,1.0,11,4
22,188.0005,318962943.2428365,2,8260840,11843072,176897,1211,3,1.0,11,5
22,189.001049,316496208.6279493,1,10807872,11850240,182605,1093,1,1.2,4,3
22,190.000341,110178484.60100715,3003,3692400,8684032,188260,4794,2,0.9,6,7
22,191.000152,135291875.02058473,0,3692400,11844608,174135,1548,3,1.0,11,11
22,192.000145,171967663.2583633,234,4229608,11840512,181427,2932,3,1.0,11,8
22,193.000419,135229258.89824435,19,4229608,11843072,180481,3531,3,1.0,11,11
22,194.00036,174073887.85612783,81,4186168,11840512,180334,1695,3,1.0,11,5
22,195.000666,182396408.8300139,25,4186168,11835904,179169,2536,3,1.0,11,11
22,196.000283,162591555.72781485,171,4965192,11851264,184334,1865,3,1.0,11,11
22,197.000397,225418150.4276885,1,5027456,11845632,170174,2336,1,1.25,5,5
22,198.000343,180364812.025979,1,4758128,11819520,183654,848,3,1.0,11,11
22,199.000357,216003643.2920197,2,4755232,11853824,169704,1431,3,1.0,11,4
22,200.000821,195992778.689651,1,4753784,11857920,176234,2764,3,1.0,11,5
22,201.000214,184661468.04140505,0,5586384,11855360,197982,1713,3,1.0,11,11
22,202.000443,128945319.38708322,459,4157208,11853824,209979,20775,2,0.9,6,9
22,203.00096,149868884.18496057,1,3854576,11836416,169866,795,3,1.0,11,11
22,204.000239,200422516.18142048,1,4881208,11843072,174965,3242,3,1.0,11,10
22,205.00036,138395286.5261593,905,3595384,11852800,177656,1327,3,1.0,11,11
22,206.000754,188669346.7862977,2,3586696,11855360,174492,2683,3,1.0,11,11
22,207.000801,157279012.8469632,2,4094944,11852800,178588,2917,3,1.0,11,5
22,208.000573,135297150.0950323,0,4094944,11843072,182238,958,3,1.0,11,11
22,209.000854,181352692.19237405,1,4093496,11853824,171773,4568,3,1.0,11,11
22,210.000989,136296487.4819768,1,4092048,11859456,189132,3493,3,1.0,11,11
22,211.001048,225430537.65995243,0,4817496,11849728,181078,1022,1,1.25,5,9
22,212.000969,136325646.47529483,1,5299680,11847168,176308,3062,2,0.9,6,6
22,213.000358,315814340.84040946,3,13075440,11067392,185540,4368,3,1.0,11,11
22,214.000958,187582558.15029877,1941,4419296,10916352,176304,2629,3,1.0,11,11
22,215.000624,187757819.69857544,1,4417848,11848704,169610,2729,3,1.0,11,11
22,216.001055,199143620.73309064,1,5188184,11857920,207453,5725,3,1.0,11,11
22,217.000337,192027283.11899778,1,5215696,11822592,183177,1711,3,1.0,11,5
22,218.00072,193912287.8226883,118,4374408,11862016,168692,2050,3,1.0,11,11
22,219.000559,164652939.83005244,2,4374408,8031232,176450,2876,3,1.0,11,4
22,220.000372,136340372.891655,616,3973312,11859456,170415,989,3,1.0,11,9
22,221.000334,167778540.24262637,1,3971864,11838976,172571,1653,3,1.0,11,11
22,222.000153,195070447.51706633,1,5136056,11851264,184768,1545,3,1.0,11,11
22,223.00107,202189768.50352466,43,5147640,11838976,171185,3623,1,1.25,5,4
22,224.001364,163529783.1319862,3,5650096,7885312,185741,4286,3,1.0,11,11
22,225.000886,194079335.59945032,461,3239176,11841536,185851,5130,3,1.0,11,11
22,226.000409,137429011.83367974,0,3239176,11851264,193687,1598,3,1.0,11,11
22,227.000174,123761054.46093246,2,3802448,11857920,176967,2585,3,1.0,11,11
22,228.001459,159179013.82274872,2,3819824,11851264,186860,6470,3,1.0,11,9
22,229.001062,109095217.69668709,1,3324608,11837440,190213,12580,2,0.9,6,1
22,230.000158,120695351.45183265,24,3323160,11856896,175536,2264,3,1.0,11,3
22,231.000924,161357098.18686047,57,3240624,11855360,168735,1118,3,1.0,11,1
22,232.000315,193055551.09608725,22,3924080,11829248,176834,3473,3,1.0,11,11
22,233.000475,141535117.3723419,3,4926096,11853824,169883,1437,3,1.0,11,4
22,234.000386,272654023.40919435,0,15951168,11860480,218340,4372,3,1.0,11,1
22,235.00098,119466698.40497494,2601,6191648,11844096,177126,1959,3,1.0,11,5
22,236.001161,240080459.111774,2,5364840,11841536,175937,1720,3,1.0,11,1
22,237.000474,275965076.87315035,0,8741576,11845632,175191,3583,1,1.25,5,8
22,238.000741,244252985.41630882,1185,7452856,6210560,187982,4191,3,1.0,11,11
22,239.000923,241128586.7400036,2,7449960,11797504,180708,3427,3,1.0,11,11
22,240.000772,195064586.571405,5,7216832,10160128,175167,2684,3,1.0,11,11
22,241.001046,228526964.6497463,5,8751712,11847168,187125,8638,3,1.0,11,5
22,242.001064,282061866.7163942,3,8770536,7093248,178807,4140,3,1.0,11,11
22,243.000947,176181381.91190845,414,4984016,11848704,175495,3408,2,0.9,6,6
22,244.000843,207639644.62126684,2,4982568,11852800,176122,5119,3,1.0,11,2
22,245.000068,262347313.81405655,1,4981120,11848704,177303,1560,3,1.0,11,1
22,246.001047,225223358.33979055,2,5851368,11831808,170661,6261,3,1.0,11,2
22,247.001035,259001374.9746753,1,5986032,11859456,170574,2864,3,1.0,11,11
22,248.000852,274777192.45063156,3,11963376,7702016,178354,3143,3,1.0,11,11
22,249.000677,212898185.01995006,307,6517448,11853824,175052,5383,3,1.0,11,7
22,250.000999,174007588.29004246,1377,5818064,11831808,174525,1440,3,1.0,11,2
22,251.00063,136365200.44386554,0,5818064,11857920,169183,1747,3,1.0,11,11
22,252.000249,232872594.802757,0,6517448,11857920,178002,1911,3,1.0,11,11
22,253.001061,274504000.0164966,0,6517448,11820032,177049,1374,1,1.25,5,10
22,254.000846,261151570.00855237,2,6517448,11799040,178492,1646,3,1.0,11,11
22,255.000638,206612451.56561828,3,7652680,11855360,177008,2552,3,1.0,11,10
22,256.000404,295767643.9461377,2,7672952,11853824,179303,1666,3,1.0,11,11
22,257.000208,328268622.1082032,0,8644560,11802112,171095,2192,3,1.0,11,6
22,258.000587,226406615.51549485,1282,4762472,11831808,182712,1242,3,1.0,11,11
22,259.00011,181490221.73455414,0,4762472,11849728,171424,451,2,0.9,6,8
22,260.001241,238805225.5015213,1,5592176,11847168,174427,5169,3,1.0,11,11
22,261.000984,187743356.90173057,0,4762472,11856896,181696,1159,3,1.0,11,6
22,262.000335,188866249.54461586,2,4762472,11845632,183829,2695,3,1.0,11,11
22,263.000315,218108176.0874804,2,5592176,11845632,171860,2934,3,1.0,11,11
22,264.00035,244309645.55009273,2,5663128,11855360,180463,2003,3,1.0,11,7
22,265.001172,144584646.93118495,1892,4128248,11847168,173187,2812,3,1.0,11,1
22,266.000409,217220971.39650336,2,4122456,11845632,171861,1107,3,1.0,11,11
22,267.000907,155111993.47711048,2,4122456,11852800,176668,2328,3,1.0,11,11
22,268.000771,187720637.3479898,3,5495160,11838976,178471,1378,3,1.0,11,11
22,269.000843,206554599.57085076,4,3298544,10857984,180837,6343,3,1.0,11,11
22,270.000684,138434046.50086024,6,3795208,11856896,169482,2517,3,1.0,11,7
22,271.000759,164614088.80052572,4,3767696,9957376,177014,2865,3,1.0,11,11
22,272.000325,206659158.23465934,2,5518328,11842048,172344,2337,1,1.25,5,5
22,273.00072,177139363.39650822,7,5818064,11438080,176535,2472,3,1.0,11,11
22,274.000509,205564270.15196526,1055,3307232,11853824,178762,3081,3,1.0,11,7
22,275.001056,105848271.55171123,3,3307232,11857920,174539,4943,2,0.9,6,6
22,276.000738,153140793.3603116,2,3304336,11841536,189150,3945,3,1.0,11,11
22,277.000662,112206159.21053323,2,3304336,11848704,171707,3174,3,1.0,11,11
22,278.000342,141603075.4392262,5,3892224,10993664,174868,2711,3,1.0,11,2
22,279.000793,210668770.96929923,4,4242640,11807232,174036,1427,3,1.0,11,11
22,280.000334,120641616.35609855,707,3485336,11792384,168727,1622,3,1.0,11,11
22,281.000326,180356512.5115054,0,3485336,11828224,182596,2183,3,1.0,11,11
22,282.001037,90113468.54966375,0,3485336,11843072,177601,2365,3,1.0,11,5
22,283.000935,136328783.29290712,5,3482440,8855552,174757,3906,3,1.0,11,5
22,284.000468,168899612.52302492,1,4092048,11843072,175953,1829,3,1.0,11,2
22,285.000101,112238822.05366471,6,4100736,9302528,171195,2947,3,1.0,11,1
22,286.000331,230633684.69571853,1,4493144,11845632,173229,4779,1,1.25,5,5
22,287.00106,223183994.72267327,0,13336080,11772928,182076,2336,3,1.0,11,7
22,288.001776,302821652.4807587,1,11356664,11855360,175867,6706,3,1.0,11,3
22,289.001932,290410234.9464978,471,9943416,7283200,176445,3224,3,1.0,11,4
22,290.000654,174286351.02661952,269,7693224,11844608,202905,2872,2,0.9,6,9
22,291.001101,225343103.7825984,1,5703672,11851776,206540,1272,3,1.0,11,3
22,292.000104,205726006.24632946,2624,4858040,11857920,189860,3472,3,1.0,11,11
22,293.000828,206420032.56287834,51,4771160,11848704,169665,2707,3,1.0,11,6
22,294.000755,153103274.9412381,18,5703672,11857920,171767,1654,3,1.0,11,11
22,295.001022,233770024.66882774,779,4401920,11812864,175153,3726,3,1.0,11,6
22,296.000786,178299994.30347487,0,4401920,11852800,171769,5527,3,1.0,11,11
22,297.000574,170954132.62185717,1,4401920,11789824,171907,1835,3,1.0,11,11
22,298.00105,205423114.04447418,2,5170808,11837440,169548,3160,3,1.0,11,11
22,299.000765,182504243.07696688,1,5383664,11856896,174706,2090,3,1.0,11,3
22,300.001101,263104159.58742273,1,16288552,11840512,179251,3804,3,1.0,11,11
22,300.170745,679914180.640176,0,18470688,11849728,176450,963,3,1.0,11,1
23,1.0014,7329770.366224653,0,130320,251904,218691,1759,3,1.0,11,11
23,2.001068,102794575.580284,1,1849096,1665536,223225,2337,3,1.0,11,4
23,3.000626,123786685.186531,1,10309760,11829248,232363,1357,3,1.0,11,11
23,4.000088,129044272.72491354,1016,15628264,11848192,253593,6729,3,1.0,11,9
23,5.001058,215797331.29621634,528,14036912,11847168,227981,1965,1,1.15,3,6
23,6.001051,196085079.44703624,4,10822352,11856896,226795,2082,3,1.0,11,3
23,7.000803,167813780.32246125,1487,14532128,11853824,254275,2447,3,1.0,11,11
23,8.001048,166682750.8780977,2,13796544,11856896,225852,2714,3,1.0,11,11
23,9.000256,208832024.50158364,1,6820080,11856896,225491,1419,3,1.0,11,2
23,10.000167,199247170.95287278,3,21670768,11848704,260533,2054,3,1.0,11,11
23,11.001051,159242772.4570125,1977,7564352,11849728,229860,3213,3,1.0,11,10
23,12.000738,231807848.14515984,1140,6323416,11859456,262217,10125,3,1.0,11,2
23,13.000285,127984248.26297465,2,8882032,11852800,225445,2033,2,0.9,6,10
23,14.00106,212696092.86886257,1653,2868488,11860480,228508,3036,3,1.0,11,10
23,15.000252,123832024.34558372,1,5317056,11849728,221189,1834,3,1.0,11,6
23,16.00093,180232884.33629936,0,5317056,11857920,240487,5854,3,1.0,11,6
23,17.001066,134199474.48280324,1,6243776,11852800,233767,4449,3,1.0,11,11
23,18.000423,195160627.19270772,107,4845008,11857920,225122,1762,3,1.0,11,2
23,19.000803,191816510.20402116,1,4836320,11835904,225192,3456,3,1.0,11,10
23,20.000523,117473407.21140333,3,5689192,11859456,227870,1591,3,1.0,11,8
23,21.00107,170824438.24682108,5,5694984,11834880,243025,8429,3,1.0,11,3
23,22.00034,175240113.44234946,6,4847904,11821056,240957,1775,3,1.0,11,11
23,23.001043,140410478.63761735,0,4847904,11822592,234190,10624,3,1.0,11,11
23,24.000189,156371367.54824013,2,5696432,11853824,226048,3691,3,1.0,11,11
23,25.001052,191723958.65051663,2,5715256,11845632,228878,3881,3,1.0,11,11
23,26.000345,145855179.33702114,2,6078704,11848704,225511,2553,3,1.0,11,11
23,27.001036,222144597.58709472,4,10542888,10679296,228886,3432,3,1.0,11,3
23,28.001064,167767460.131663,155,5855712,11824128,231004,1520,3,1.0,11,10
23,29.000083,238260479.15508547,0,9697256,11855360,229640,6000,3,1.0,11,9
23,30.00036,320775387.6203082,0,9697256,11845632,231629,2487,1,1.05,1,1
23,31.001059,241004007.76937965,3,4558304,11824128,236904,2110,3,1.0,11,11
23,32.001069,137362080.51377353,29,11387072,11853824,230886,4916,2,0.9,6,9
23,33.000171,197309472.61241594,538,5987480,11831808,226823,3221,3,1.0,11,2
23,34.000492,181345430.5645792,0,5987480,11859456,223646,2187,3,1.0,11,2
23,35.000263,179347566.7802516,1,11387072,11827712,258137,3598,3,1.0,11,11
23,36.001063,177067687.4521566,4,11387072,9730048,235773,4436,3,1.0,11,11
23,37.00066,273788669.275376,1,9701600,11826688,232368,6194,3,1.0,11,3
23,38.000952,180302433.8673633,3,9694360,11834880,231160,3980,3,1.0,11,8
23,39.000689,260115251.98858628,1,9690016,11829248,239946,2925,1,1.1,2,7
23,40.00043,223404545.7966384,1,11392864,11845632,265599,1912,3,1.0,11,11
23,41.000718,206509995.12991217,504,6229296,11826688,253921,5805,3,1.0,11,5
23,42.000662,195046064.11228427,0,6229296,11852800,231825,4384,3,1.0,11,11
23,43.001055,202295659.124614,1,7313848,11857920,225496,2585,3,1.0,11,11
23,44.00005,230918791.9809288,0,7321088,11849728,243665,1467,3,1.0,11,10
23,45.000637,243126919.77015826,1,7449960,11828224,241941,6702,3,1.0,11,11
23,46.001043,224304190.47829425,0,3806792,11828224,237186,2924,3,1.0,11,6
23,47.00103,139462420.14854673,1,7606344,11855360,254852,31465,3,1.0,11,2
23,48.000131,114397629.39724581,608,7098096,11856896,247999,12571,2,0.9,6,8
23,49.001107,182274330.36821693,0,8931264,11856896,276270,1062,3,1.0,11,2
23,50.001061,166731256.10303017,1115,4561200,11825152,233537,5780,3,1.0,11,3
23,51.001175,195012911.532791,0,4561200,11852800,229386,3642,3,1.0,11,11
23,52.001024,135286729.396297,1,4561200,11841536,234916,6270,3,1.0,11,11
23,53.000867,136336284.6104946,1,4561200,11831808,278988,1353,3,1.0,11,11
23,54.000241,136400270.33170307,0,4561200,11840512,234434,5201,3,1.0,11,11
23,55.001053,145633801.5354696,1,5354704,11847168,255687,6545,3,1.0,11,8
23,56.000713,168878152.02057967,3,5411176,11837440,242005,3252,3,1.0,11,2
23,57.000494,170955325.07324976,2,6342240,11857920,233286,2263,3,1.0,11,10
23,58.000866,240034598.60126942,3,11954688,7813632,231230,2670,1,1.1,2,9
23,59.001061,0.0,2438,3023424,9373696,237282,10579,2,0.9,6,5
23,60.000846,174101046.67236823,1,4300560,11821056,227719,1463,3,1.0,11,11
23,61.001039,148869060.2952144,1,4299112,11845632,255503,1844,3,1.0,11,9
23,62.001065,111146167.5750633,4,4297664,11851264,231872,3233,3,1.0,11,3
23,63.000165,149031916.3329472,1,5049176,11847168,232413,4369,3,1.0,11,1
23,64.001057,150860370.04576916,0,5101304,11836416,241318,3131,3,1.0,11,11
23,65.001007,192947632.9825292,3,6180064,11855360,239759,9612,3,1.0,11,11
23,66.0011,196065481.1951594,2,10244600,8640000,235487,6354,1,1.15,3,3
23,67.000596,141629143.47847784,431,6155448,11860480,239812,4125,3,1.0,11,2
23,68.000415,132144496.70510945,421,6155448,11853824,238430,2681,2,0.9,6,9
23,69.00105,207486288.42100683,1,6155448,11857920,233178,2103,3,1.0,11,11
23,70.000257,152164183.18351468,3,6155448,11856896,231393,3438,3,1.0,11,11
23,71.000818,215885544.443452,1,6152552,11857920,236518,2027,3,1.0,11,8
23,72.000594,175151424.91294712,1,7226968,11856896,281878,1075,3,1.0,11,1
23,73.000184,144762843.7120499,1512,4336760,10217472,249996,956,3,1.0,11,6
