dataset_flag,location,t,bps,retransmits,snd_cwnd,snd_wnd,rtt,rttvar,phase,S_selected,best_action,random_action,reward_random,best_action_reward_based,best_gain_reward_based,reward_best
1,22,109.001051,135267118.31740224,0,3174016,11851264,194958,2444,3,1.0,11,11,0.6258326227656215,11,1.0,0.6258326227656215
1,22,110.000218,172109827.167922,16,3174016,11838976,183112,2190,3,1.0,11,1,0.7680048853207,11,1.0,0.7719863386805437
1,22,111.000343,113232048.27068186,4,3725704,11104256,190980,5696,3,1.0,11,10,0.5169642538901795,11,1.0,0.5169642538901795
1,22,112.000904,179205961.64966163,0,3806792,11849728,189805,976,3,1.0,11,11,0.8291219506227518,11,1.0,0.8291219506227518
1,22,113.000571,135311364.19304672,1,7129952,11831808,190879,6766,3,1.0,11,8,0.6243072357208823,11,1.0,0.6243072357208823
1,22,114.000747,239033269.40033305,1533,5479232,11845632,220854,5404,1,1.25,5,5,0.48693121027787223,1,1.05,0.5069312102778722
1,22,115.001054,180299726.489075,213,5479232,11857920,173824,1953,3,1.0,11,4,0.6607191959788269,11,1.0,0.6772394721196227
1,22,116.000463,257053033.21517995,2,5463304,11848704,168198,2020,3,1.0,11,7,0.9985594969270214,11,1.0,0.9985594969270214
1,22,117.000615,227506412.8807441,0,5463304,11853824,171946,2013,3,1.0,11,10,0.9482031251597581,11,1.0,0.9482031251597581
1,22,118.000151,226597562.29020867,0,6433464,11857920,168243,2132,3,1.0,11,11,0.9444152100881038,11,1.0,0.9444152100881038
1,22,119.000473,302940921.7820619,1,6540616,11852288,182949,2016,3,1.0,11,1,0.9942797469689472,11,1.0,0.9992797469689472
1,22,120.000496,248506794.50654462,1,11556488,11824640,197234,1466,3,1.0,11,1,0.9524800914432328,11,1.0,0.9574800914432328
1,22,121.001085,268277437.07521668,4065,7575936,7434240,197516,2164,3,1.0,11,11,0.5010033554810058,11,1.0,0.5010033554810058
1,22,122.001053,281027363.0379104,1,7575936,11853824,174465,3899,3,1.0,11,4,0.9758928895692259,11,1.0,0.9958152158043735
1,22,123.001091,256891350.99649334,2,3116096,11840512,189129,1197,3,1.0,11,11,0.9099627522764776,11,1.0,0.9099627522764776
1,22,124.001365,172967656.73031256,769,9663952,11851264,214599,1886,2,0.9,6,6,0.39679511021382774,6,0.9,0.39679511021382774
1,22,125.000242,240393868.98617938,2236,6465320,11857920,170264,1916,3,1.0,11,10,0.47988443087124916,11,1.0,0.47988443087124916
1,22,126.000219,231740627.7476696,1461,8899408,7444480,174746,4301,3,1.0,11,8,0.543267873804303,11,1.0,0.543267873804303
1,22,127.000096,196107837.96807277,1582,7564352,11849728,172308,2444,3,1.0,11,11,0.39954284444936505,11,1.0,0.39954284444936505
1,22,128.000631,292396268.69465476,1,9588656,11856896,176381,1249,3,1.0,11,11,0.9979853661033147,11,1.0,0.9979853661033147
1,22,129.001275,355238501.5658204,2,4248432,11422720,196367,2798,3,1.0,11,6,0.9995705298571694,11,1.0,0.9995705298571694
1,22,130.000326,138543513.2790411,1148,7242896,11837440,187734,2009,3,1.0,11,11,0.2251050437251159,11,1.0,0.2251050437251159
1,22,131.000454,218075887.57467374,1,5399592,11857920,176563,8859,3,1.0,11,11,0.7134875969155046,11,1.0,0.7134875969155046
1,22,132.00022,223398965.10825294,820,5693536,11844096,189859,4639,3,1.0,11,11,0.5619759429616908,11,1.0,0.5619759429616908
1,22,133.000992,213744493.38808665,479,5692088,11799040,174410,1888,3,1.0,11,5,0.5806073845229753,11,1.0,0.5980955563109578
1,22,134.000347,226638593.7820179,49,6685416,11838464,228936,4196,3,1.0,11,2,0.7212052435398157,11,1.0,0.7312052435398158
1,22,135.000261,236998560.12822872,512,5595072,11823616,176874,1694,1,1.25,5,9,0.6674250084926551,1,1.05,0.6635468533483243
1,22,136.000417,204440418.10313022,2,5596520,11822592,193176,1864,3,1.0,11,2,0.6586477248804828,11,1.0,0.6686477248804829
1,22,137.000264,137384476.5287486,736,5593624,11844608,236409,4454,2,0.9,6,6,0.29663790962678027,6,0.9,0.29663790962678027
1,22,138.000422,203391617.8244036,38,4645184,11818496,183163,5747,3,1.0,11,6,0.6574855501383421,11,1.0,0.6574855501383421
1,22,139.000394,179311519.2657227,0,6571024,11857920,169920,1457,3,1.0,11,7,0.606728368276632,11,1.0,0.606728368276632
1,22,140.000746,252617888.17981875,8,6576816,11821056,177372,4279,3,1.0,11,8,0.8530539760097584,11,1.0,0.8530539760097584
1,22,141.000902,197101531.2994281,29,4265808,11833344,181947,1081,3,1.0,11,6,0.657950161654485,11,1.0,0.657950161654485
1,22,142.000348,138488758.25827852,116,4265808,11834880,174338,1853,3,1.0,11,6,0.4327620168510161,11,1.0,0.4327620168510161
1,22,143.000639,164578541.31070572,3,4265808,11859456,184988,3699,3,1.0,11,7,0.5559486605780297,11,1.0,0.5559486605780297
1,22,144.000661,171962671.58363688,56,4257120,11837440,178836,2190,3,1.0,11,11,0.5645393873815693,11,1.0,0.5645393873815693
1,22,145.000518,153113990.00565764,805,3244968,11846144,193084,8665,3,1.0,11,11,0.26844501971992596,11,1.0,0.26844501971992596
1,22,146.000331,106974754.11499088,86,5008632,11858944,250042,10469,3,1.0,11,2,0.3153014578980515,11,1.0,0.3253014578980515
1,22,147.000654,155139129.19124076,553,3036456,11847168,179874,3558,3,1.0,11,11,0.23563008870292174,11,1.0,0.23563008870292174
1,22,148.000199,89169534.0870965,1,3036456,11859456,170021,2308,3,1.0,11,8,0.3453579407054215,11,1.0,0.3453579407054215
1,22,149.001198,98467777.26579483,1,3036456,11853824,185190,3944,3,1.0,11,11,0.41351668871302666,11,1.0,0.41351668871302666
1,22,150.000341,150074981.59628388,0,3035008,11855360,167872,964,3,1.0,11,11,0.6311518228077522,11,1.0,0.6311518228077522
1,22,151.000554,136285847.4347203,0,3035008,11831808,171032,5527,3,1.0,11,2,0.5674289579464346,11,1.0,0.5731605635822571
1,22,152.00083,179257026.527066,2,3572216,11856896,185199,1097,1,1.25,5,5,0.7336816410832726,1,1.05,0.7487592240141849
1,22,153.000968,135247633.827312,0,3856024,11855360,178698,1551,3,1.0,11,11,0.5687942767847527,11,1.0,0.5687942767847527
1,22,154.000538,112245896.37809893,195,4927544,11843072,248788,2152,2,0.9,6,8,0.34334402663942615,6,0.9,0.34334402663942615
1,22,155.000597,190829571.41447136,1093,4196304,11851264,167961,1145,3,1.0,11,11,0.4876512971363282,11,1.0,0.4876512971363282
1,22,156.000515,165688597.1145247,1,1882400,11833344,168451,977,3,1.0,11,11,0.8042787499626238,11,1.0,0.8042787499626238
1,22,157.000187,182512088.76090258,0,4196304,11837440,172685,2187,3,1.0,11,6,0.8866139897591546,11,1.0,0.8866139897591546
1,22,158.000909,137264344.1887494,0,4196304,11833344,181514,1824,3,1.0,11,11,0.6867428689492862,11,1.0,0.6867428689492862
1,22,159.000554,179370173.35579652,0,4927544,11856896,177475,2239,3,1.0,11,7,0.897401201909409,11,1.0,0.897401201909409
1,22,160.000098,155260042.78068784,178,3945800,10908672,190406,2575,3,1.0,11,11,0.705458106762172,11,1.0,0.705458106762172
1,22,161.000999,209526420.08764476,44,3945800,11835904,178885,2310,1,1.25,5,5,0.9482094948682268,1,1.05,0.9682094948682268
1,22,162.000347,131157516.69568622,31,3900912,11820032,200057,2207,3,1.0,11,11,0.6650670460731036,11,1.0,0.6650670460731036
1,22,163.000262,185613728.46594,0,4633600,11859456,168683,1762,3,1.0,11,11,0.9679258249288049,11,1.0,0.9679258249288049
1,22,164.000776,136244845.9996092,0,3954488,11845632,174011,1933,2,0.9,6,10,0.7104803402549433,6,0.9,0.7104803402549433
1,22,165.000596,203460368.0925574,5,3950144,11834880,171096,1419,3,1.0,11,11,0.9942086783881413,11,1.0,0.9942086783881413
1,22,166.000331,106983102.763016,94,3814032,9448960,174757,1682,3,1.0,11,10,0.44483873020897097,11,1.0,0.44483873020897097
1,22,167.000772,226392587.020104,33,4643736,11857920,169868,2402,3,1.0,11,11,0.9319320880078437,11,1.0,0.9319320880078437
1,22,168.001057,198124392.72097543,3,4791432,11844608,173343,2138,3,1.0,11,11,0.9355650321652247,11,1.0,0.9355650321652247
1,22,169.000894,184579465.90521735,73,3957384,11855360,175010,2903,3,1.0,11,1,0.7259763925639606,11,1.0,0.7303634179045122
1,22,170.001096,153061186.74183217,3,1741944,11862016,167845,1581,3,1.0,11,11,0.7213554768525946,11,1.0,0.7213554768525946
1,22,171.000488,147939167.00513813,1,3957384,11812864,171145,3849,3,1.0,11,11,0.70115856362365,11,1.0,0.70115856362365
1,22,172.000868,142552160.58878076,66,3954488,11804672,182261,1905,3,1.0,11,11,0.5439680430608946,11,1.0,0.5439680430608946
1,22,173.000118,178391714.72174308,8,3942904,11858944,169642,2230,3,1.0,11,4,0.8144332459855504,11,1.0,0.8313930734331086
1,22,174.000573,181321142.91661635,28,4653872,11847168,169526,874,3,1.0,11,11,0.799945363328694,11,1.0,0.799945363328694
1,22,175.000427,190868693.44198415,643,3887880,11820032,170673,1513,3,1.0,11,11,0.40903016004182025,11,1.0,0.40903016004182025
1,22,176.00026,91241350.42000227,2,3886432,10267648,179828,3884,3,1.0,11,11,0.4287747957175123,11,1.0,0.4287747957175123
1,22,177.000347,224375738.19918948,0,3887880,11843072,169595,1725,1,1.25,5,5,0.9745619971591729,1,1.05,0.9945530124855149
1,22,178.000128,137393543.46377742,1,3887880,11837440,171439,1666,2,0.9,6,6,0.6095896476696427,6,0.9,0.6095896476696427
1,22,179.00081,182327877.05416265,0,3887880,11838976,169502,921,3,1.0,11,11,0.8122356307020572,11,1.0,0.8122356307020572
1,22,180.000567,161519954.66323054,1,3886432,11804672,174335,2187,3,1.0,11,11,0.7154571292732169,11,1.0,0.7154571292732169
1,22,181.000459,187715377.9396588,1,4569888,11844608,169824,2035,3,1.0,11,7,0.8321527026008025,11,1.0,0.8321527026008025
1,22,182.001226,189646798.31496352,2,4875416,11841536,184594,2561,3,1.0,11,5,0.8116741450145146,11,1.0,0.8366741450145146
1,22,183.000859,250701667.95164362,1,10463248,11844608,187165,6168,3,1.0,11,11,0.9959167914680193,11,1.0,0.9959167914680193
1,22,184.00048,302104393.4005166,648,9204936,11835904,211675,1512,3,1.0,11,11,0.6179860532812989,11,1.0,0.6179860532812989
1,22,185.000413,256918332.40315562,2,9193352,11849728,202032,2562,3,1.0,11,5,0.964730613416862,11,1.0,0.989730613416862
1,22,186.000671,247400114.4639716,2,9204936,11835392,188380,7173,3,1.0,11,6,0.9530059248744001,11,1.0,0.9530059248744001
1,22,187.001114,169794096.31917167,612,8272424,10166272,185748,2929,3,1.0,11,10,0.2852479930419846,11,1.0,0.2852479930419846
1,22,188.0005,318962943.2428365,2,8260840,11843072,176897,1211,3,1.0,11,10,0.9984478125143804,11,1.0,0.9984478125143804
1,22,189.001049,316496208.6279493,1,10807872,11850240,182605,1093,1,1.2,4,4,0.9788421528565254,1,1.05,0.9938363097208496
1,22,190.000341,110178484.60100715,3003,3692400,8684032,188260,4794,2,0.9,6,6,-0.1516199090490406,6,0.9,-0.1516199090490406
1,22,191.000152,135291875.02058473,0,3692400,11844608,174135,1548,3,1.0,11,11,0.42730108423128,11,1.0,0.42730108423128
1,22,192.000145,171967663.2583633,234,4229608,11840512,181427,2932,3,1.0,11,9,0.3951117564437978,11,1.0,0.3951117564437978
1,22,193.000419,135229258.89824435,19,4229608,11843072,180481,3531,3,1.0,11,1,0.41196457786001417,11,1.0,0.4147158974377493
1,22,194.00036,174073887.85612783,81,4186168,11840512,180334,1695,3,1.0,11,2,0.49166620898172,11,1.0,0.49716409723302557
1,22,195.000666,182396408.8300139,25,4186168,11835904,179169,2536,3,1.0,11,5,0.5453757209725547,11,1.0,0.5597775805153208
1,22,196.000283,162591555.72781485,171,4965192,11851264,184334,1865,3,1.0,11,11,0.40382649860706094,11,1.0,0.40382649860706094
1,22,197.000397,225418150.4276885,1,5027456,11845632,170174,2336,1,1.25,5,3,0.7006213386840093,1,1.05,0.7077408660073246
1,22,198.000343,180364812.025979,1,4758128,11819520,183654,848,3,1.0,11,1,0.5656200388173265,11,1.0,0.5690057553880239
1,22,199.000357,216003643.2920197,2,4755232,11853824,169704,1431,3,1.0,11,10,0.6809140820825792,11,1.0,0.6809140820825792
1,22,200.000821,195992778.689651,1,4753784,11857920,176234,2764,3,1.0,11,4,0.6059842403284119,11,1.0,0.6183645738588397
1,22,201.000214,184661468.04140505,0,5586384,11855360,197982,1713,3,1.0,11,9,0.5832282648002819,11,1.0,0.5832282648002819
1,22,202.000443,128945319.38708322,459,4157208,11853824,209979,20775,2,0.9,6,6,0.13921914476221503,6,0.9,0.13921914476221503
1,22,203.00096,149868884.18496057,1,3854576,11836416,169866,795,3,1.0,11,11,0.4726884929572726,11,1.0,0.4726884929572726
1,22,204.000239,200422516.18142048,1,4881208,11843072,174965,3242,3,1.0,11,4,0.6196647082055123,11,1.0,0.6323248562677152
1,22,205.00036,138395286.5261593,905,3595384,11852800,177656,1327,3,1.0,11,4,0.07137021567679185,11,1.0,0.08011621695638238
1,22,206.000754,188669346.7862977,2,3586696,11855360,174492,2683,3,1.0,11,11,0.5948973913701043,11,1.0,0.5948973913701043
1,22,207.000801,157279012.8469632,2,4094944,11852800,178588,2917,3,1.0,11,11,0.49575526827794697,11,1.0,0.49575526827794697
1,22,208.000573,135297150.0950323,0,4094944,11843072,182238,958,3,1.0,11,11,0.5883199638016698,11,1.0,0.5883199638016698
1,22,209.000854,181352692.19237405,1,4093496,11853824,171773,4568,3,1.0,11,2,0.8288837902858606,11,1.0,0.8372613498705979
1,22,210.000989,136296487.4819768,1,4092048,11859456,189132,3493,3,1.0,11,11,0.6285828195686688,11,1.0,0.6285828195686688
1,22,211.001048,225430537.65995243,0,4817496,11849728,181078,1022,1,1.25,5,5,0.975,1,1.05,0.995
1,22,212.000969,136325646.47529483,1,5299680,11847168,176308,3062,2,0.9,6,4,0.5916341507777254,6,0.9,0.6037294742153183
1,22,213.000358,315814340.84040946,3,13075440,11067392,185540,4368,3,1.0,11,5,0.9718899426604041,11,1.0,0.9968899426604041
1,22,214.000958,187582558.15029877,1941,4419296,10916352,176304,2629,3,1.0,11,11,0.33282761582481213,11,1.0,0.33282761582481213
1,22,215.000624,187757819.69857544,1,4417848,11848704,169610,2729,3,1.0,11,6,0.8159947869722267,11,1.0,0.8159947869722267
1,22,216.001055,199143620.73309064,1,5188184,11857920,207453,5725,3,1.0,11,11,0.8655090923054277,11,1.0,0.8655090923054277
1,22,217.000337,192027283.11899778,1,5215696,11822592,183177,1711,3,1.0,11,3,0.8220354732857625,11,1.0,0.8345617296727783
1,22,218.00072,193912287.8226883,118,4374408,11862016,168692,2050,3,1.0,11,11,0.7819914963714721,11,1.0,0.7819914963714721
1,22,219.000559,164652939.83005244,2,4374408,8031232,176450,2876,3,1.0,11,8,0.7149947972800739,11,1.0,0.7149947972800739
1,22,220.000372,136340372.891655,616,3973312,11859456,170415,989,3,1.0,11,11,0.3093967709501524,11,1.0,0.3093967709501524
1,22,221.000334,167778540.24262637,1,3971864,11838976,172571,1653,3,1.0,11,11,0.7291093635996996,11,1.0,0.7291093635996996
1,22,222.000153,195070447.51706633,1,5136056,11851264,184768,1545,3,1.0,11,10,0.8477957718563996,11,1.0,0.8477957718563996
1,22,223.00107,202189768.50352466,43,5147640,11838976,171185,3623,1,1.25,5,6,0.8568459317988043,1,1.05,0.8524495411089511
1,22,224.001364,163529783.1319862,3,5650096,7885312,185741,4286,3,1.0,11,11,0.7095884136441273,11,1.0,0.7095884136441273
1,22,225.000886,194079335.59945032,461,3239176,11841536,185851,5130,3,1.0,11,1,0.5457507466974504,11,1.0,0.5499707850823672
1,22,226.000409,137429011.83367974,0,3239176,11851264,193687,1598,3,1.0,11,11,0.597648073503565,11,1.0,0.597648073503565
1,22,227.000174,123761054.46093246,2,3802448,11857920,176967,2585,3,1.0,11,11,0.536745591103712,11,1.0,0.536745591103712
1,22,228.001459,159179013.82274872,2,3819824,11851264,186860,6470,3,1.0,11,11,0.6907703846868491,11,1.0,0.6907703846868491
1,22,229.001062,109095217.69668709,1,3324608,11837440,190213,12580,2,0.9,6,6,0.4736989359808012,6,0.9,0.4736989359808012
1,22,230.000158,120695351.45183265,24,3323160,11856896,175536,2264,3,1.0,11,11,0.5073212248910903,11,1.0,0.5073212248910903
1,22,231.000924,161357098.18686047,57,3240624,11855360,168735,1118,3,1.0,11,11,0.7346208025244404,11,1.0,0.7346208025244404
1,22,232.000315,193055551.09608725,22,3924080,11829248,176834,3473,3,1.0,11,2,0.9033464509261852,11,1.0,0.9126337278320777
1,22,233.000475,141535117.3723419,3,4926096,11853824,169883,1437,3,1.0,11,6,0.7079802848442744,11,1.0,0.7079802848442744
1,22,234.000386,272654023.40919435,0,15951168,11860480,218340,4372,3,1.0,11,10,1.0,11,1.0,1.0
1,22,235.00098,119466698.40497494,2601,6191648,11844096,177126,1959,3,1.0,11,3,0.07273404071865033,11,1.0,0.08144520938285443
1,22,236.001161,240080459.111774,2,5364840,11841536,175937,1720,3,1.0,11,11,0.9918656691108236,11,1.0,0.9918656691108236
1,22,237.000474,275965076.87315035,0,8741576,11845632,175191,3583,1,1.25,5,5,0.975,1,1.05,0.995
1,22,238.000741,244252985.41630882,1185,7452856,6210560,187982,4191,3,1.0,11,11,0.5270220487249055,11,1.0,0.5270220487249055
1,22,239.000923,241128586.7400036,2,7449960,11797504,180708,3427,3,1.0,11,10,0.8830433490461506,11,1.0,0.8830433490461506
1,22,240.000772,195064586.571405,5,7216832,10160128,175167,2684,3,1.0,11,11,0.7130056621761586,11,1.0,0.7130056621761586
1,22,241.001046,228526964.6497463,5,8751712,11847168,187125,8638,3,1.0,11,11,0.8356595367948757,11,1.0,0.8356595367948757
1,22,242.001064,282061866.7163942,3,8770536,7093248,178807,4140,3,1.0,11,5,0.9738064949466207,11,1.0,0.9988064949466208
1,22,243.000947,176181381.91190845,414,4984016,11848704,175495,3408,2,0.9,6,8,0.4787203038848769,6,0.9,0.4787203038848769
1,22,244.000843,207639644.62126684,2,4982568,11852800,176122,5119,3,1.0,11,11,0.7507868660620493,11,1.0,0.7507868660620493
1,22,245.000068,262347313.81405655,1,4981120,11848704,177303,1560,3,1.0,11,11,0.9492072362835603,11,1.0,0.9492072362835603
1,22,246.001047,225223358.33979055,2,5851368,11831808,170661,6261,3,1.0,11,11,0.8144337297881479,11,1.0,0.8144337297881479
1,22,247.001035,259001374.9746753,1,5986032,11859456,170574,2864,3,1.0,11,5,0.9136587649083352,11,1.0,0.9370961136416114
1,22,248.000852,274777192.45063156,3,11963376,7702016,178354,3143,3,1.0,11,2,0.9834573903644915,11,1.0,0.9934033590050761
1,22,249.000677,212898185.01995006,307,6517448,11853824,175052,5383,3,1.0,11,11,0.650853622616282,11,1.0,0.650853622616282
1,22,250.000999,174007588.29004246,1377,5818064,11831808,174525,1440,3,1.0,11,10,0.2584273996465121,11,1.0,0.2584273996465121
1,22,251.00063,136365200.44386554,0,5818064,11857920,169183,1747,3,1.0,11,11,0.49359409898090184,11,1.0,0.49359409898090184
1,22,252.000249,232872594.802757,0,6517448,11857920,178002,1911,3,1.0,11,11,0.8429169482747042,11,1.0,0.8429169482747042
1,22,253.001061,274504000.0164966,0,6517448,11820032,177049,1374,1,1.25,5,1,0.9886399634452111,1,1.05,0.9886399634452111
1,22,254.000846,261151570.00855237,2,6517448,11799040,178492,1646,3,1.0,11,5,0.9209501471453106,11,1.0,0.9445820696365774
1,22,255.000638,206612451.56561828,3,7652680,11855360,177008,2552,3,1.0,11,11,0.7466098615231292,11,1.0,0.7466098615231292
1,22,256.000404,295767643.9461377,2,7672952,11853824,179303,1666,3,1.0,11,4,0.9791636006463303,11,1.0,0.9991636006463304
1,22,257.000208,328268622.1082032,0,8644560,11802112,171095,2192,3,1.0,11,6,1.0,11,1.0,1.0
1,22,258.000587,226406615.51549485,1282,4762472,11831808,182712,1242,3,1.0,11,9,0.3814489802285474,11,1.0,0.3814489802285474
1,22,259.00011,181490221.73455414,0,4762472,11849728,171424,451,2,0.9,6,10,0.6102712880827461,6,0.9,0.6102712880827461
1,22,260.001241,238805225.5015213,1,5592176,11847168,174427,5169,3,1.0,11,11,0.8026080040747731,11,1.0,0.8026080040747731
1,22,261.000984,187743356.90173057,0,4762472,11856896,181696,1159,3,1.0,11,11,0.6312978140110117,11,1.0,0.6312978140110117
1,22,262.000335,188866249.54461586,2,4762472,11845632,183829,2695,3,1.0,11,11,0.6342970573578262,11,1.0,0.6342970573578262
1,22,263.000315,218108176.0874804,2,5592176,11845632,171860,2934,3,1.0,11,11,0.7326247138386015,11,1.0,0.7326247138386015
1,22,264.00035,244309645.55009273,2,5663128,11855360,180463,2003,3,1.0,11,11,0.820728658865436,11,1.0,0.820728658865436
1,22,265.001172,144584646.93118495,1892,4128248,11847168,173187,2812,3,1.0,11,11,0.049405491075599495,11,1.0,0.049405491075599495
1,22,266.000409,217220971.39650336,2,4122456,11845632,171861,1107,3,1.0,11,11,0.7297056076804347,11,1.0,0.7297056076804347
1,22,267.000907,155111993.47711048,2,4122456,11852800,176668,2328,3,1.0,11,11,0.5208606043842915,11,1.0,0.5208606043842915
1,22,268.000771,187720637.3479898,3,5495160,11838976,178471,1378,3,1.0,11,11,0.6301528534941314,11,1.0,0.6301528534941314
1,22,269.000843,206554599.57085076,4,3298544,10857984,180837,6343,3,1.0,11,10,0.693126945983248,11,1.0,0.693126945983248
1,22,270.000684,138434046.50086024,6,3795208,11856896,169482,2517,3,1.0,11,11,0.4632084692149302,11,1.0,0.4632084692149302
1,22,271.000759,164614088.80052572,4,3767696,9957376,177014,2865,3,1.0,11,6,0.552001677702565,11,1.0,0.552001677702565
1,22,272.000325,206659158.23465934,2,5518328,11842048,172344,2337,1,1.25,5,6,0.6941419576393569,1,1.05,0.690667441230577
1,22,273.00072,177139363.39650822,7,5818064,11438080,176535,2472,3,1.0,11,11,0.5929766659412258,11,1.0,0.5929766659412258
1,22,274.000509,205564270.15196526,1055,3307232,11853824,178762,3081,3,1.0,11,4,0.3433037443155157,11,1.0,0.3583113621584043
1,22,275.001056,105848271.55171123,3,3307232,11857920,174539,4943,2,0.9,6,6,0.3547789036892644,6,0.9,0.3547789036892644
1,22,276.000738,153140793.3603116,2,3304336,11841536,189150,3945,3,1.0,11,11,0.6154805808586187,11,1.0,0.6154805808586187
1,22,277.000662,112206159.21053323,2,3304336,11848704,171707,3174,3,1.0,11,11,0.46856254093095295,11,1.0,0.46856254093095295
1,22,278.000342,141603075.4392262,5,3892224,10993664,174868,2711,3,1.0,11,3,0.5811207329647246,11,1.0,0.5900049648734738
1,22,279.000793,210668770.96929923,4,4242640,11807232,174036,1427,3,1.0,11,11,0.8793409622629481,11,1.0,0.8793409622629481
1,22,280.000334,120641616.35609855,707,3485336,11792384,168727,1622,3,1.0,11,11,0.26602117446039086,11,1.0,0.26602117446039086
1,22,281.000326,180356512.5115054,0,3485336,11828224,182596,2183,3,1.0,11,8,0.8219758970490035,11,1.0,0.8219758970490035
1,22,282.001037,90113468.54966375,0,3485336,11843072,177601,2365,3,1.0,11,5,0.39390484575334495,11,1.0,0.41069267816199234
1,22,283.000935,136328783.29290712,5,3482440,8855552,174757,3906,3,1.0,11,8,0.6214379497054513,11,1.0,0.6214379497054513
1,22,284.000468,168899612.52302492,1,4092048,11843072,175953,1829,3,1.0,11,11,0.800030391462491,11,1.0,0.800030391462491
1,22,285.000101,112238822.05366471,6,4100736,9302528,171195,2947,3,1.0,11,11,0.5278111140824383,11,1.0,0.5278111140824383
1,22,286.000331,230633684.69571853,1,4493144,11845632,173229,4779,1,1.25,5,1,0.994310725553809,1,1.05,0.994310725553809
1,22,287.00106,223183994.72267327,0,13336080,11772928,182076,2336,3,1.0,11,3,0.9833588163829989,11,1.0,0.9983338237390852
1,22,288.001776,302821652.4807587,1,11356664,11855360,175867,6706,3,1.0,11,2,0.989310725553809,11,1.0,0.999310725553809
1,22,289.001932,290410234.9464978,471,9943416,7283200,176445,3224,3,1.0,11,11,0.7122694396547647,11,1.0,0.7122694396547647
1,22,290.000654,174286351.02661952,269,7693224,11844608,202905,2872,2,0.9,6,6,0.4215000757080816,6,0.9,0.4215000757080816
1,22,291.001101,225343103.7825984,1,5703672,11851776,206540,1272,3,1.0,11,11,0.7736036844905513,11,1.0,0.7736036844905513
1,22,292.000104,205726006.24632946,2624,4858040,11857920,189860,3472,3,1.0,11,11,0.2165859648864945,11,1.0,0.2165859648864945
1,22,293.000828,206420032.56287834,51,4771160,11848704,169665,2707,3,1.0,11,5,0.6690775811297985,11,1.0,0.6868093837802944
1,22,294.000755,153103274.9412381,18,5703672,11857920,171767,1654,3,1.0,11,2,0.5096174297599995,11,1.0,0.5148781537753891
1,22,295.001022,233770024.66882774,779,4401920,11812864,175153,3726,3,1.0,11,11,0.44678945664059966,11,1.0,0.44678945664059966
1,22,296.000786,178299994.30347487,0,4401920,11852800,171769,5527,3,1.0,11,2,0.6065234017448548,11,1.0,0.6126499007523786
1,22,297.000574,170954132.62185717,1,4401920,11789824,171907,1835,3,1.0,11,2,0.5809617413436503,11,1.0,0.5868358319622807
1,22,298.00105,205423114.04447418,2,5170808,11837440,169548,3160,3,1.0,11,2,0.6976417072013681,11,1.0,0.7047001735195096
1,22,299.000765,182504243.07696688,1,5383664,11856896,174706,2090,3,1.0,11,11,0.6265227318505556,11,1.0,0.6265227318505556
1,22,300.001101,263104159.58742273,1,16288552,11840512,179251,3804,3,1.0,11,11,0.9034690718865206,11,1.0,0.9034690718865206
1,22,300.170745,679914180.640176,0,18470688,11849728,176450,963,3,1.0,11,1,0.995,11,1.0,1.0
1,23,1.0014,7329770.366224653,0,130320,251904,218691,1759,3,1.0,11,11,1.0,11,1.0,1.0
1,23,2.001068,102794575.580284,1,1849096,1665536,223225,2337,3,1.0,11,11,0.7639300545490869,11,1.0,0.7639300545490869
1,23,3.000626,123786685.186531,1,10309760,11829248,232363,1357,3,1.0,11,7,0.7689414213699951,11,1.0,0.7689414213699951
1,23,4.000088,129044272.72491354,1016,15628264,11848192,253593,6729,3,1.0,11,11,0.587080710130252,11,1.0,0.587080710130252
1,23,5.001058,215797331.29621634,528,14036912,11847168,227981,1965,1,1.15,3,3,0.7257494325372416,1,1.05,0.7357494325372416
1,23,6.001051,196085079.44703624,4,10822352,11856896,226795,2082,3,1.0,11,7,0.9276546928240976,11,1.0,0.9276546928240976
1,23,7.000803,167813780.32246125,1487,14532128,11853824,254275,2447,3,1.0,11,11,0.39855837114578463,11,1.0,0.39855837114578463
1,23,8.001048,166682750.8780977,2,13796544,11856896,225852,2714,3,1.0,11,7,0.7971586002065546,11,1.0,0.7971586002065546
1,23,9.000256,208832024.50158364,1,6820080,11856896,225491,1419,3,1.0,11,11,0.9799957162200763,11,1.0,0.9799957162200763
1,23,10.000167,199247170.95287278,3,21670768,11848704,260533,2054,3,1.0,11,10,0.9357398263923399,11,1.0,0.9357398263923399
1,23,11.001051,159242772.4570125,1977,7564352,11849728,229860,3213,3,1.0,11,2,0.33519050987900384,11,1.0,0.34269082846427096
1,23,12.000738,231807848.14515984,1140,6323416,11859456,262217,10125,3,1.0,11,11,0.7084153348224937,11,1.0,0.7084153348224937
1,23,13.000285,127984248.26297465,2,8882032,11852800,225445,2033,2,0.9,6,1,0.5725089913932769,6,0.9,0.5753889050382122
1,23,14.00106,212696092.86886257,1653,2868488,11860480,228508,3036,3,1.0,11,3,0.5797510838878676,11,1.0,0.594161322402255
1,23,15.000252,123832024.34558372,1,5317056,11849728,221189,1834,3,1.0,11,4,0.5498283360639056,11,1.0,0.5610551494217519
1,23,16.00093,180232884.33629936,0,5317056,11857920,240487,5854,3,1.0,11,11,0.8199859723330963,11,1.0,0.8199859723330963
