dataset_flag,location,t,bps,retransmits,snd_cwnd,snd_wnd,rtt,rttvar,phase,S_selected,best_action,random_action,reward_random,best_action_reward_based,best_gain_reward_based,reward_best
2,25,122.000577,15728388.754013415,2,101360,1791232,39237,2373,3,1.0,11,4,0.5699565069280063,11,1.0,0.5899565069280063
2,25,123.00113,14671950.237007441,2,134664,1792640,41192,1591,3,1.0,11,11,0.5461542816371503,11,1.0,0.5461542816371503
2,25,124.000568,54556613.4821269,41,285256,1592320,44907,3465,3,1.0,11,11,0.5086639366616938,11,1.0,0.5086639366616938
2,25,125.00113,0.0,43,241816,1585024,160518,6190,3,1.0,11,10,-0.38521353726245533,11,1.0,-0.38521353726245533
2,25,126.00057,15737452.747512035,203,299736,1644160,168257,4260,3,1.0,11,8,0.11381272330395092,11,1.0,0.11381272330395092
2,25,127.000563,14680166.375713943,46,133216,1791232,50430,2366,3,1.0,11,11,0.22964902667424686,11,1.0,0.22964902667424686
2,25,128.000577,13631297.877651729,17,133216,1727744,52574,4508,3,1.0,11,11,0.3811241554823749,11,1.0,0.3811241554823749
2,25,129.001129,13623966.777152896,17,115840,1791232,53472,3557,3,1.0,11,6,0.380838407639004,11,1.0,0.380838407639004
2,25,130.00056,14688421.505303003,21,92672,1792640,52220,1958,3,1.0,11,11,0.3899223596144239,11,1.0,0.3899223596144239
2,25,131.001194,0.0,15,65160,1789824,60576,3468,3,1.0,11,11,-0.13342680021892517,11,1.0,-0.13342680021892517
2,25,132.000579,13639876.533954462,4,75296,1791232,42224,4549,3,1.0,11,11,0.4952494738558719,11,1.0,0.4952494738558719
2,25,133.001172,0.0,4,65160,1792640,62823,4966,3,1.0,11,5,-0.06139857871728161,11,1.0,-0.03639857871728161
2,25,134.001156,14680298.503745973,3,75296,1791232,47344,2739,1,1.25,5,2,0.5348810083755233,1,1.05,0.5398810083755233
2,25,135.00114,0.0,2,52128,1791232,47442,3719,2,0.9,6,9,-0.01822346490684974,6,0.9,-0.01822346490684974
2,25,136.001198,13630696.670940548,5,50680,1789824,49136,2892,3,1.0,11,2,0.4758372242431609,11,1.0,0.4858372242431609
2,25,137.001131,0.0,3,47784,1792640,68929,10778,3,1.0,11,11,-0.027320073597641492,11,1.0,-0.027320073597641492
2,25,138.001127,13631542.437717397,4,41992,1789824,48065,3614,3,1.0,11,6,0.49492463176339674,11,1.0,0.49492463176339674
2,25,139.001406,0.0,3,43440,1759488,57996,9838,3,1.0,11,7,-0.027320073597641492,11,1.0,-0.027320073597641492
2,25,140.001264,14682148.545960216,0,46336,1791232,33425,3564,3,1.0,11,8,0.5722731919616925,11,1.0,0.5722731919616925
2,25,141.001408,13629525.282640763,5,108600,1791232,40700,5302,3,1.0,11,6,0.7255170316810409,11,1.0,0.7255170316810409
2,25,142.001119,14684308.10164266,17,102808,1785600,36125,1575,3,1.0,11,6,0.6804455542602581,11,1.0,0.6804455542602581
2,25,143.001113,28311722.438526053,17,314216,1649920,38396,2412,3,1.0,11,7,0.8055137579753207,11,1.0,0.8055137579753207
2,25,144.001109,41943207.50066891,46,144800,1782784,37645,2029,1,1.1,2,2,0.6474530947191737,1,1.05,0.6524530947191737
2,25,145.001136,14679668.510654997,2,140456,1788416,51603,2430,2,0.9,6,6,0.48808903438514034,6,0.9,0.48808903438514034
2,25,146.001118,42992389.88893047,63,260640,1592320,38138,3525,3,1.0,11,2,0.5570302454889715,11,1.0,0.5670302454889715
2,25,147.001121,45088633.62540047,20,196928,1792640,36158,1955,3,1.0,11,11,0.8023893605777885,11,1.0,0.8023893605777885
2,25,148.001232,15726894.568714682,11,246160,1665792,45513,2425,3,1.0,11,8,0.2519571951678824,11,1.0,0.2519571951678824
2,25,149.001117,45093952.78363273,27,211408,1789824,42017,2048,3,1.0,11,11,0.7444331056903049,11,1.0,0.7444331056903049
2,25,150.001118,29360100.0000267,14,178104,1781376,34524,965,3,1.0,11,11,0.508905962035884,11,1.0,0.508905962035884
2,25,151.001108,46137806.00462632,41,264984,1769600,42308,4785,3,1.0,11,2,0.6426858979141429,11,1.0,0.6526858979141429
2,25,152.001118,45088316.50452109,43,202720,1791232,40571,1087,1,1.05,1,1,0.6359011764069915,1,1.05,0.6359011764069915
2,25,153.001133,28311126.756387316,58,327248,1586560,48908,1280,3,1.0,11,11,0.25080422866167,11,1.0,0.25080422866167
2,25,154.001118,44040853.509936124,49,215752,1791232,46530,2909,3,1.0,11,7,0.6360854016258619,11,1.0,0.6360854016258619
2,25,155.001122,13631432.750223935,19,309872,1658624,59915,2070,2,0.9,6,6,0.14688151009014755,6,0.9,0.14688151009014755
2,25,156.00111,28311891.1915637,29,156384,1791232,42778,4579,3,1.0,11,11,0.400225982022403,11,1.0,0.400225982022403
2,25,157.001121,29359806.00353142,21,220096,1792640,36948,2750,3,1.0,11,6,0.4801786977114876,11,1.0,0.4801786977114876
2,25,158.001128,14679960.750726188,21,110048,1788416,38135,2625,3,1.0,11,11,0.15501593778567177,11,1.0,0.15501593778567177
2,25,159.00113,14680034.25006029,4,115840,1791232,41398,6586,3,1.0,11,7,0.2914628605362062,11,1.0,0.2914628605362062
2,25,160.001136,14679976.500521537,7,104256,1791232,34082,2043,3,1.0,11,11,0.26636724994646793,11,1.0,0.26636724994646793
2,25,161.001126,29360422.002944022,12,150592,1727744,45187,3005,3,1.0,11,11,0.550438162672602,11,1.0,0.550438162672602
2,25,162.001135,14679932.751173455,23,34752,1785600,47406,4835,3,1.0,11,11,0.14026717673705183,11,1.0,0.14026717673705183
2,25,163.001118,13631719.566433694,10,112944,1791232,38507,1716,3,1.0,11,11,0.2183505443364755,11,1.0,0.2183505443364755
2,25,164.001125,14679960.750726188,6,169416,1730432,43840,4568,3,1.0,11,9,0.2747047760713231,11,1.0,0.2747047760713231
2,25,165.001143,29359599.509513147,14,124528,1785600,43381,1671,1,1.2,4,4,0.5143307357414105,1,1.05,0.5293307357414105
2,25,166.001132,13631638.314157493,14,128872,1709056,47815,6201,3,1.0,11,10,0.16664867975773862,11,1.0,0.16664867975773862
2,25,167.001111,14680372.006462233,15,111496,1791232,41070,2095,3,1.0,11,11,0.18074348888963448,11,1.0,0.18074348888963448
2,25,168.001139,13631106.135697616,17,101360,1792640,46829,3117,3,1.0,11,11,0.13954927050369262,11,1.0,0.13954927050369262
2,25,169.001156,14679813.754265921,7,127424,1788416,43080,3971,3,1.0,11,1,0.25126681495106773,11,1.0,0.25626681495106773
2,25,170.001383,13628394.702099705,1,33304,1787008,39348,1485,3,1.0,11,11,0.29199913253260795,11,1.0,0.29199913253260795
2,25,171.001125,14683852.852631988,4,110048,1788288,45650,4309,3,1.0,11,11,0.29345798405257356,11,1.0,0.29345798405257356
2,25,172.001123,29360187.50012058,5,102808,1787008,39762,2156,3,1.0,11,11,0.9262092041043959,11,1.0,0.9262092041043959
2,25,173.001127,13631432.750223935,18,128872,1792640,38532,2612,3,1.0,11,4,0.1713880407674965,11,1.0,0.1913880407674965
2,25,174.001128,14680050.000013351,17,156384,1791232,36004,3407,3,1.0,11,11,0.19794505898731207,11,1.0,0.19794505898731207
2,25,175.001128,14680064.0,23,97016,1789824,35366,3239,3,1.0,11,11,0.13090110847441844,11,1.0,0.13090110847441844
2,25,176.001149,13631202.006000392,3,112944,1784192,41540,1536,3,1.0,11,11,0.40209834620965335,11,1.0,0.40209834620965335
2,25,177.00114,28311806.81479341,9,98464,1785600,45662,2475,3,1.0,11,11,0.7851133547570512,11,1.0,0.7851133547570512
2,25,178.001122,14680328.254756745,5,110048,1791232,35969,1814,3,1.0,11,11,0.39732244950701257,11,1.0,0.39732244950701257
2,25,179.001267,14677936.30842697,10,107152,1792640,39473,2115,3,1.0,11,11,0.3028670345112724,11,1.0,0.3028670345112724
2,25,180.001122,14682193.183770187,19,114392,1792640,52871,2803,3,1.0,11,11,0.17039522507890265,11,1.0,0.17039522507890265
2,25,181.001124,13631460.375055984,8,117288,1792640,56338,5396,3,1.0,11,7,0.30353629710153457,11,1.0,0.30353629710153457
2,25,182.001113,14680225.876784993,7,104256,1788416,41175,2238,3,1.0,11,5,0.3083646520058587,11,1.0,0.33336465200585874
2,25,183.00112,14679960.750726188,6,111496,1792640,47562,3357,3,1.0,11,11,0.35570896401343743,11,1.0,0.35570896401343743
2,25,184.00138,13627944.7962169,12,117288,1792640,44293,2110,3,1.0,11,11,0.19776847751275173,11,1.0,0.19776847751275173
2,25,185.001122,13635006.220301133,8,89776,1792640,43668,1757,3,1.0,11,5,0.26743378006577845,11,1.0,0.29243378006577847
2,25,186.001209,14678786.61116193,4,85432,1788416,38990,2825,3,1.0,11,6,0.4197748057262804,11,1.0,0.4197748057262804
2,25,187.001266,13630711.294258278,4,81088,1788416,46907,5232,3,1.0,11,10,0.38282420032351056,11,1.0,0.38282420032351056
2,25,188.001126,14682119.662816046,4,83984,1789824,39651,3448,3,1.0,11,10,0.4198923147205978,11,1.0,0.4198923147205978
2,25,189.001137,13631338.501639586,5,63712,1791232,57539,6354,3,1.0,11,11,0.3592868313980387,11,1.0,0.3592868313980387
2,25,190.00112,0.0,4,65160,1785600,40613,3931,2,0.9,6,6,-0.0977357616086116,6,0.9,-0.0977357616086116
2,25,191.001229,14678464.6742582,1,78192,1789824,39705,3061,3,1.0,11,11,0.49276694280922684,11,1.0,0.49276694280922684
2,25,192.001124,0.0,7,63712,1791232,49304,2714,3,1.0,11,9,-0.16664936119112375,11,1.0,-0.16664936119112375
2,25,193.001117,13631583.063162945,1,81088,1791232,36867,2768,3,1.0,11,1,0.8575283627574912,11,1.0,0.8625283627574912
2,25,194.001109,13631596.875869595,1,89776,1791232,36172,2391,3,1.0,11,2,0.8534208321105438,11,1.0,0.8625292618072088
2,25,195.001123,14679859.252855709,3,130320,1792640,45050,2148,3,1.0,11,5,0.8199858120272678,11,1.0,0.8449858120272679
2,25,196.001136,29359746.504957076,18,120184,1789824,34840,2457,3,1.0,11,11,0.6312714054915081,11,1.0,0.6312714054915081
2,25,197.001116,13631761.005467525,13,156384,1776768,48710,3950,3,1.0,11,3,0.5727130297397051,11,1.0,0.5877130297397051
2,25,198.001135,14679785.755273927,11,130320,1792640,39364,2949,3,1.0,11,1,0.6868424189271748,11,1.0,0.6918424189271748
2,25,199.001127,29360362.50187297,20,146248,1791232,43188,3909,1,1.2,4,11,0.619727576157302,1,1.05,0.614727576157302
2,25,200.001117,0.0,8,134664,1791232,43043,2878,2,0.9,6,4,-0.21797981583522327,6,0.9,-0.19797981583522328
2,25,201.001262,28307448.594823442,36,86880,1784192,46617,7925,3,1.0,11,9,0.49963435963770714,11,1.0,0.49963435963770714
2,25,202.001116,0.0,8,123080,1791232,40578,1853,3,1.0,11,11,-0.17567036792078436,11,1.0,-0.17567036792078436
2,25,203.001121,18874273.500473138,15,89776,1792640,39693,2484,3,1.0,11,11,0.3444901582824702,11,1.0,0.3444901582824702
2,25,204.00112,14680078.875015073,15,97016,1787008,45457,1786,3,1.0,11,4,0.1816350343516783,11,1.0,0.2016350343516783
2,25,205.001229,13630002.911811186,10,92672,1791232,49453,1543,3,1.0,11,4,0.2297222731621203,11,1.0,0.24972227316212028
2,25,206.001119,0.0,1,92672,1788416,40785,3165,3,1.0,11,11,-0.022919706189393964,11,1.0,-0.022919706189393964
2,25,207.001212,29357398.25382066,8,157832,1763712,69208,2466,1,1.2,4,4,0.8042486011177913,1,1.05,0.8192486011177913
2,25,208.001134,14681209.464371972,32,128872,1792640,41575,1524,3,1.0,11,11,0.12704915881659096,11,1.0,0.12704915881659096
2,25,209.001418,13627618.348812714,14,33304,1736320,52812,8251,3,1.0,11,2,0.2549842221766867,11,1.0,0.2649842221766867
2,25,210.001119,14684454.312602043,14,112944,1788416,46311,2439,3,1.0,11,11,0.30098027053964366,11,1.0,0.30098027053964366
2,25,211.001388,14676115.312415585,8,73848,1743616,50919,5421,3,1.0,11,11,0.3816685070980178,11,1.0,0.3816685070980178
2,25,212.001124,13635087.512731664,0,73848,1789824,40001,1875,3,1.0,11,4,0.4444138601998573,11,1.0,0.4644138601998573
2,25,213.001207,14678846.101048669,0,105704,1794048,39801,6660,3,1.0,11,5,0.47496449048840034,11,1.0,0.49996449048840036
2,25,214.001117,13632714.985432386,5,101360,1791232,35636,2874,3,1.0,11,11,0.38959603298778167,11,1.0,0.38959603298778167
2,25,215.001127,14679917.001471981,3,127424,1791232,38959,1818,3,1.0,11,6,0.45494281212020554,11,1.0,0.45494281212020554
2,25,216.001116,14680225.876784993,2,107152,1779968,52108,3340,3,1.0,11,11,0.4699653818390326,11,1.0,0.4699653818390326
2,25,217.001111,13631556.250341715,0,107152,1784192,43208,1627,3,1.0,11,3,0.44932886569813396,11,1.0,0.464328865698134
2,25,218.001135,28310873.6412542,8,154936,1792640,44553,5385,3,1.0,11,11,0.8461444290592719,11,1.0,0.8461444290592719
2,25,219.001162,14679668.510654997,3,134664,1788416,47987,2457,3,1.0,11,8,0.47250222679003245,11,1.0,0.47250222679003245
2,25,220.001273,29356869.861600738,11,146248,1789824,48637,1610,3,1.0,11,11,0.8401435421299219,11,1.0,0.8401435421299219
2,25,221.001163,13632987.227370888,2,143352,1784192,37134,2484,3,1.0,11,11,0.405317852260538,11,1.0,0.405317852260538
2,25,222.001147,14680298.503745973,2,153488,1788416,36923,1419,2,0.9,6,11,0.440992988567279,6,0.9,0.440992988567279
2,25,223.001164,28311069.383227132,2,150592,1791232,45253,1773,3,1.0,11,5,0.8803053855220205,11,1.0,0.9053053855220206
2,25,224.001131,14680548.766007446,1,133216,1791232,53367,2679,3,1.0,11,11,0.4686664110530271,11,1.0,0.4686664110530271
2,25,225.001147,28311099.757224146,13,165072,1775744,48187,7421,3,1.0,11,1,0.6224929721795148,11,1.0,0.6274929721795148
2,25,226.001102,28312826.119837314,2,152040,1791232,37092,1789,3,1.0,11,11,0.9018718013142298,11,1.0,0.9018718013142298
2,25,227.001119,13631255.628961213,9,211408,1789824,47926,3136,3,1.0,11,11,0.22434384041019823,11,1.0,0.22434384041019823
2,25,228.001122,29360040.50026077,47,292496,1570688,78820,3675,3,1.0,11,11,0.5035204294766038,11,1.0,0.5035204294766038
2,25,229.001116,29360304.751064055,44,159280,1785472,42595,7187,1,1.2,4,4,0.6046560343850371,1,1.05,0.6196560343850371
2,25,230.001119,29360040.50026077,6,146248,1791232,49748,2693,3,1.0,11,11,0.9339427612002978,11,1.0,0.9339427612002978
2,25,231.001111,13631596.875869595,55,350416,1613952,71183,2592,2,0.9,6,6,0.057697602043847274,6,0.9,0.057697602043847274
2,25,232.001113,31457216.250129193,18,166520,1791232,42573,1371,3,1.0,11,2,0.8121733869428044,11,1.0,0.8221733869428044
2,25,233.001175,28309797.108783655,26,120184,1784192,36699,1310,3,1.0,11,6,0.7153601533055424,11,1.0,0.7153601533055424
2,25,234.001118,29361801.095336385,29,163624,1792640,43827,1853,3,1.0,11,10,0.7282138072551475,11,1.0,0.7282138072551475
2,25,235.001172,15727790.670865308,30,133216,1792640,44428,2735,3,1.0,11,3,0.24324380255091946,11,1.0,0.25824380255091944
2,25,236.00112,28313023.576485556,40,156384,1788416,38656,1465,3,1.0,11,11,0.6215707027710571,11,1.0,0.6215707027710571
2,25,237.001121,13631475.0000124,19,121632,1791232,41018,4000,3,1.0,11,11,0.2758247121274201,11,1.0,0.2758247121274201
2,25,238.001131,28311268.50283882,23,127424,1791232,43243,1524,1,1.2,4,4,0.7195944736331649,1,1.05,0.7345944736331649
2,25,239.001127,14680122.625234121,6,183896,1788416,35528,1550,2,0.9,6,11,0.43652791552544423,6,0.9,0.43652791552544423
2,25,240.001132,29359981.000736,12,141904,1792640,51190,6608,3,1.0,11,11,0.874894900527133,11,1.0,0.874894900527133
2,25,241.001122,13631624.501366867,9,183896,1779968,33684,1596,3,1.0,11,11,0.37069497461024736,11,1.0,0.37069497461024736
2,25,242.001213,28308977.10920354,24,114392,1791232,35819,2774,3,1.0,11,5,0.7072665223800423,11,1.0,0.7312843969824524
2,25,243.001126,14681341.611181278,3,156384,1788416,45409,4802,3,1.0,11,7,0.467285071332397,11,1.0,0.467285071332397
2,25,244.001143,29359627.508531842,22,125976,1789824,40137,2735,3,1.0,11,11,0.7835565567448767,11,1.0,0.7835565567448767
2,25,245.001126,13631719.566433694,10,162176,1785600,40766,1748,3,1.0,11,11,0.3607559308741778,11,1.0,0.3607559308741778
2,25,246.001117,28311806.81479341,11,141904,1792640,42732,1343,1,1.2,4,4,0.8290916037309275,1,1.05,0.8440916037309275
2,25,247.0012,14678846.101048669,11,150592,1789824,34690,3583,2,0.9,6,5,0.3714234409251075,6,0.9,0.38643307725827325
2,25,248.001129,28313561.955184974,12,125976,1785600,37243,916,3,1.0,11,2,0.8221122942200882,11,1.0,0.8321122942200883
2,25,249.001126,14680107.750130385,14,166520,1704448,47915,4641,3,1.0,11,11,0.33654467137772154,11,1.0,0.33654467137772154
2,25,250.001167,28310391.04760833,10,127424,1791232,35885,2395,3,1.0,11,10,0.8432413568698917,11,1.0,0.8432413568698917
2,25,251.001139,14680475.261521155,9,178104,1710464,47538,2572,3,1.0,11,11,0.35911503193181127,11,1.0,0.35911503193181127
2,25,252.001272,28307786.001019344,29,124528,1791232,33474,3297,3,1.0,11,11,0.6010604638272177,11,1.0,0.6010604638272177
2,25,253.001161,15730385.818757685,11,150592,1792640,45509,3301,3,1.0,11,1,0.36293901668663164,11,1.0,0.36793901668663165
2,25,254.001118,13632073.837676344,6,112944,1787008,42188,5054,3,1.0,11,5,0.3452105181773127,11,1.0,0.3702105181773127
2,25,255.001118,28311552.0,11,152040,1789824,41552,1892,1,1.2,4,4,0.7716657231492665,1,1.05,0.7866657231492665
2,25,256.001137,14679785.755273927,13,131768,1789824,45489,4358,2,0.9,6,4,0.24314043896480889,6,0.9,0.2631404389648089
2,25,257.001119,28312061.63417372,15,123080,1791232,37480,1666,3,1.0,11,6,0.6979144837864364,11,1.0,0.6979144837864364
2,25,258.001116,14680107.750130385,6,101360,1789824,33246,2778,3,1.0,11,9,0.3833846918860526,11,1.0,0.3833846918860526
2,25,259.001124,28311325.87680605,21,247608,1678848,68220,6581,3,1.0,11,9,0.6236044937600471,11,1.0,0.6236044937600471
2,25,260.001132,14679946.75093647,8,243264,1791232,43496,8470,3,1.0,11,11,0.36420190265901486,11,1.0,0.36420190265901486
2,25,261.001142,13631351.50136684,5,243264,1616768,41263,4726,3,1.0,11,11,0.3828189963537686,11,1.0,0.3828189963537686
2,25,262.001117,46138496.2787774,23,212856,1791232,45157,3356,3,1.0,11,11,0.6309023214304547,11,1.0,0.6309023214304547
2,25,263.001126,29359865.50234691,13,170864,1789824,38247,1492,3,1.0,11,11,0.7276306136720709,11,1.0,0.7276306136720709
2,25,264.001117,28311806.81479341,25,218648,1674496,41271,1155,3,1.0,11,11,0.5666754449172154,11,1.0,0.5666754449172154
2,25,265.001113,28311665.062951516,21,162176,1792640,36210,3086,3,1.0,11,11,0.6050649847071801,11,1.0,0.6050649847071801
2,25,266.001114,30408675.000027657,19,211408,1789824,44094,3042,3,1.0,11,11,0.6647308790308555,11,1.0,0.6647308790308555
2,25,267.001115,28311525.00002575,14,146248,1788416,33336,2018,3,1.0,11,11,0.6632112360808109,11,1.0,0.6632112360808109
2,25,268.001114,14680078.875015073,9,167968,1784192,35537,6332,3,1.0,11,11,0.3052839293045948,11,1.0,0.3052839293045948
2,25,269.001114,28311552.0,16,146248,1791232,38944,2099,3,1.0,11,10,0.6352568849903466,11,1.0,0.6352568849903466
2,25,270.00113,28311099.757224146,4,130320,1791232,43753,2388,3,1.0,11,11,0.8317993932622469,11,1.0,0.8317993932622469
2,25,271.001117,29360509.5049572,14,166520,1789824,38568,1840,1,1.2,4,7,0.6968377442000665,1,1.05,0.6918377442000665
2,25,272.001111,13631570.062994026,15,131768,1785600,39477,5457,2,0.9,6,5,0.13557627584286006,6,0.9,0.16057627584286005
2,25,273.001138,29359337.021309994,14,172312,1787008,31824,1383,3,1.0,11,11,0.6794859072313959,11,1.0,0.6794859072313959
2,25,274.001137,14680078.875015073,14,178104,1791232,45828,4289,3,1.0,11,4,0.18892395810776083,11,1.0,0.20892395810776082
2,25,275.001126,29360451.753569987,15,144800,1724672,41796,1967,3,1.0,11,11,0.6647852182900378,11,1.0,0.6647852182900378
2,25,276.001138,13631323.876976063,16,208512,1784192,39965,1669,3,1.0,11,11,0.1464924740269704,11,1.0,0.1464924740269704
2,25,277.001122,28312004.257224377,19,98464,1791232,35911,3129,3,1.0,11,11,0.5788309881306712,11,1.0,0.5788309881306712
2,25,278.001132,14679917.001471981,5,160728,1612672,44424,2285,3,1.0,11,3,0.3533118017306911,11,1.0,0.3683118017306911
2,25,279.001129,13631528.625121072,10,128872,1792640,33269,2419,3,1.0,11,11,0.24064706281744397,11,1.0,0.24064706281744397
2,25,280.001129,28311552.0,6,160728,1776768,43187,2053,1,1.2,4,4,0.7655905026525187,1,1.05,0.7805905026525187
2,25,281.001129,13631488.0,23,128872,1792640,39888,1375,3,1.0,11,8,0.06609979981089131,11,1.0,0.06609979981089131
2,25,282.001221,14678713.12432051,7,105704,1792640,41491,2939,2,0.9,6,5,0.33277925189912183,6,0.9,0.35777925189912185
2,25,283.00112,28314410.91366528,12,143352,1730688,41239,3677,3,1.0,11,8,0.7324102510177983,11,1.0,0.7324102510177983
2,25,284.001292,13629143.52829369,19,117288,1791232,49040,5512,3,1.0,11,11,0.1153138306195054,11,1.0,0.1153138306195054
2,25,285.001141,14682280.709675645,9,124528,1782784,43793,5066,3,1.0,11,11,0.2900630988309842,11,1.0,0.2900630988309842
2,25,286.001128,27263330.254603118,10,115840,1788416,41907,1157,3,1.0,11,1,0.694465685512573,11,1.0,0.699465685512573
2,25,287.001121,14680166.375713943,9,136112,1791232,48426,1529,3,1.0,11,3,0.2758830489836499,11,1.0,0.2908830489836499
2,25,288.001155,14679565.26694428,5,104256,1788416,36802,2782,3,1.0,11,2,0.3686822076835083,11,1.0,0.3786822076835083
2,25,289.001137,15728923.130096512,17,123080,1768192,48197,3813,3,1.0,11,11,0.19239435619685347,11,1.0,0.19239435619685347
2,25,290.001379,14676512.359478744,2,31856,1779968,55727,3028,3,1.0,11,11,0.45052965331305417,11,1.0,0.45052965331305417
2,25,291.001119,13635033.046696048,10,139008,1787008,40354,2579,3,1.0,11,11,0.23531060969030984,11,1.0,0.23531060969030984
2,25,292.001154,30407638.2873506,13,173760,1791232,43435,1835,1,1.15,3,3,0.7013392024556033,1,1.05,0.7113392024556033
2,25,293.001125,14680490.137369687,11,121632,1735040,38926,2221,3,1.0,11,5,0.22590502107078728,11,1.0,0.25090502107078727
2,25,294.001129,13631432.750223935,10,105704,1779968,42954,1881,3,1.0,11,2,0.22434474717846078,11,1.0,0.2343447471784608
2,25,295.001125,14680122.625234121,3,102808,1791232,41805,1986,3,1.0,11,11,0.44284258343150185,11,1.0,0.44284258343150185
2,25,296.001145,14679770.005887868,8,88328,1789824,37085,1885,3,1.0,11,2,0.31826881615348096,11,1.0,0.32826881615348097
2,25,297.001139,13631570.062994026,1,92672,1792640,41304,1995,3,1.0,11,2,0.4449304650074026,11,1.0,0.4549304650074026
2,25,298.001129,13631624.501366867,17,81088,1734784,51728,8427,3,1.0,11,2,0.12634104215573538,11,1.0,0.1363410421557354
2,25,299.001122,14680166.375713943,5,72400,1789824,43824,2985,3,1.0,11,11,0.39526512270972025,11,1.0,0.39526512270972025
2,25,300.001994,14667273.903168479,5,76744,1785600,38047,5302,3,1.0,11,11,0.39481146706546233,11,1.0,0.39481146706546233
2,26,1.00173,3140295.3982120925,0,56472,132608,165621,2247,3,1.0,11,11,1.0,11,1.0,1.0
2,26,2.001367,8391654.10571288,1,123080,601600,163279,4075,3,1.0,11,11,0.7639300545490869,11,1.0,0.7639300545490869
2,26,3.00106,0.0,0,85432,1039360,160126,5286,3,1.0,11,7,0.0,11,1.0,0.0
2,26,4.001734,6287218.356211422,0,147696,1037824,160725,4167,3,1.0,11,11,0.7785075680593326,11,1.0,0.7785075680593326
2,26,5.001353,11538732.174911382,0,299736,1039360,158823,2348,3,1.0,11,11,1.0,11,1.0,1.0
2,26,6.001088,33563326.35702463,2,690696,1037824,165875,3319,3,1.0,11,7,0.6893030016858981,11,1.0,0.6893030016858981
2,26,7.001144,81784345.7567356,15,1568184,3015168,165023,2181,1,1.05,1,1,0.5723193566092694,1,1.05,0.5723193566092694
2,26,8.001143,52428853.12505383,96,800744,4177408,169191,2510,3,1.0,11,7,0.29066651371968283,11,1.0,0.29066651371968283
2,26,9.001142,44040236.62504522,35,725448,4168704,160512,1020,3,1.0,11,11,0.40480824705139196,11,1.0,0.40480824705139196
2,26,10.001091,0.0,35,302632,4758016,166447,919,2,0.9,6,11,-0.23232878697114767,6,0.9,-0.23232878697114767
2,26,11.001171,45085161.663468815,38,754408,4611584,163418,1042,3,1.0,11,2,0.4108893028422921,11,1.0,0.41829192323889264
2,26,12.001081,44044156.10678156,85,619744,4422656,166854,2831,3,1.0,11,11,0.30464676573341587,11,1.0,0.30464676573341587
2,26,13.001146,0.0,37,952784,4326400,191151,6689,3,1.0,11,1,-0.19893569500373062,11,1.0,-0.19393569500373062
2,26,14.00106,48238644.98185186,140,777576,4096512,186688,3863,3,1.0,11,3,0.33080042587932257,11,1.0,0.3458004258793226
2,26,15.001138,44036758.76766466,43,719656,4536320,170886,2636,3,1.0,11,4,0.5156871673633948,11,1.0,0.5333715639389265
2,26,16.001167,0.0,26,564720,4563968,162207,2512,3,1.0,11,11,-0.1180976439695837,11,1.0,-0.1180976439695837
2,26,17.001141,44041336.52974361,44,563272,4619776,162451,3275,1,1.2,4,4,0.5435915777147405,1,1.05,0.5549229772997075
2,26,18.001152,0.0,60,721104,4719616,379592,26718,2,0.9,6,6,-0.26102388941884763,6,0.9,-0.26102388941884763
2,26,19.001083,44043231.95982465,259,463360,4431360,173430,5072,3,1.0,11,11,0.3281931661250749,11,1.0,0.3281931661250749
2,26,20.001153,0.0,34,435848,4387840,178025,3255,3,1.0,11,11,-0.11366455463938765,11,1.0,-0.11366455463938765
2,26,21.001064,0.0,36,380824,4517888,160997,3822,3,1.0,11,11,-0.1200976152946296,11,1.0,-0.1200976152946296
2,26,22.001095,45087370.543313354,15,322904,4781568,162207,2435,3,1.0,11,5,0.7647776595034068,11,1.0,0.7856914775009347
2,26,23.001061,0.0,15,309872,4549632,170587,3587,3,1.0,11,11,-0.05086124240017958,11,1.0,-0.05086124240017958
2,26,24.001727,0.0,23,317112,4436992,169679,6240,3,1.0,11,11,-0.07762507789128896,11,1.0,-0.07762507789128896
2,26,25.001081,45117913.95314408,20,269328,4783104,154635,1819,1,1.2,4,2,0.7611149566493568,1,1.05,0.7653005537665705
2,26,26.001143,0.0,16,266432,4359168,195813,15660,3,1.0,11,7,-0.05422617160253274,11,1.0,-0.05422617160253274
2,26,27.001338,0.0,8,222992,4783104,155214,4763,3,1.0,11,7,-0.027193283562064848,11,1.0,-0.027193283562064848
2,26,28.001327,0.0,4,222992,4780544,159031,3756,3,1.0,11,8,-0.01360671105069262,11,1.0,-0.01360671105069262
2,26,29.001356,44038916.28695467,0,266432,4781568,158865,4488,3,1.0,11,9,0.9727208647829424,11,1.0,0.9727208647829424
2,26,30.001308,0.0,7,160728,4782080,164479,3562,3,1.0,11,3,-0.03281636209411627,11,1.0,-0.023799626385748427
2,26,31.001223,0.0,5,225888,4783104,172931,9014,3,1.0,11,11,-0.017006027124234394,11,1.0,-0.017006027124234394
2,26,32.00109,0.0,5,269328,4765696,166715,5859,3,1.0,11,11,-0.017006027124234394,11,1.0,-0.017006027124234394
2,26,33.001152,45085973.173248045,7,230232,4780544,161812,2949,3,1.0,11,11,0.9720483760696059,11,1.0,0.9720483760696059
