state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,actions,rewards,dones
4.0,26.0,56.001129,8390025.739568453,3.0,83984.0,1990144.0,172202.0,6041.0,11,0.8440796564800942,0
4.0,26.0,57.001127,0.0,2.0,81088.0,1988608.0,161762.0,4864.0,11,-0.1058993445659192,0
4.0,26.0,58.001271,0.0,0.0,81088.0,1988608.0,168941.0,4380.0,11,0.0,0
4.0,26.0,59.00119,7340626.610665076,0.0,104256.0,1990144.0,160473.0,7980.0,2,0.8661728315044348,0
4.0,26.0,60.001119,8389203.54227703,0.0,385168.0,1988608.0,165182.0,8743.0,11,0.9999009032005154,0
4.0,26.0,61.00112,9437175.000008583,6.0,276568.0,1991680.0,168280.0,2676.0,6,0.7157982157062676,0
4.0,26.0,62.000192,18891899.39386553,0.0,276568.0,1990144.0,176309.0,1696.0,2,0.99,0
4.0,26.0,63.00112,9428433.99539207,6.0,270776.0,1987584.0,160408.0,5060.0,9,0.6672127931293059,0
4.0,26.0,64.001103,10485938.12802592,4.0,327248.0,1647616.0,169136.0,2741.0,3,0.7443350707926059,0
4.0,26.0,65.00111,9437117.625466837,6.0,280912.0,1915392.0,167306.0,4139.0,11,0.5810937640439621,0
4.0,26.0,66.001118,10485676.250668908,5.0,280912.0,1928192.0,173676.0,3126.0,6,0.6670881114653118,0
4.0,26.0,67.001116,19922984.375081822,7.0,334488.0,1986048.0,158110.0,3254.0,8,0.6575400109485132,0
4.0,26.0,68.001113,10485791.250093132,9.0,443088.0,1990144.0,173504.0,3619.0,6,0.2008108940257818,0
4.0,26.0,69.001163,54523228.63602847,22.0,674768.0,1497088.0,181486.0,2705.0,11,0.5543132661326406,0
4.0,26.0,70.001115,25167031.55794073,36.0,645808.0,3660288.0,166259.0,1958.0,11,0.4906308505092297,0
4.0,26.0,71.001425,26206277.517515957,30.0,209960.0,4514816.0,170546.0,7574.0,9,0.5769462429398983,0
4.0,26.0,72.001148,0.0,75.0,657392.0,4630016.0,452191.0,6488.0,1,-0.484185905543769,0
4.0,26.0,73.001408,28304193.03829664,148.0,364896.0,4537856.0,231943.0,4998.0,4,0.4594808981142367,0
4.0,26.0,74.001417,0.0,321.0,266432.0,4186112.0,235940.0,27813.0,8,-0.4832474788480617,0
4.0,26.0,75.001147,27270339.238140862,25.0,288152.0,4783104.0,168369.0,4785.0,11,0.8421925624251032,0
4.0,26.0,76.001114,0.0,9.0,275120.0,4783104.0,171081.0,4146.0,11,-0.0285132744787639,0
4.0,26.0,77.001382,0.0,21.0,298288.0,4532224.0,193608.0,9170.0,11,-0.0662120759376627,0
4.0,26.0,78.001114,25172569.807758316,25.0,285256.0,4552192.0,215694.0,8089.0,4,0.7513582159020176,0
4.0,26.0,79.001283,0.0,29.0,348968.0,4783104.0,172476.0,5456.0,7,-0.0909523134301092,0
4.0,26.0,80.001421,25162350.479499903,29.0,92672.0,4546560.0,197874.0,7594.0,11,0.7586923745827148,0
4.0,26.0,81.001115,0.0,19.0,221544.0,4664832.0,165605.0,7649.0,11,-0.0599699937511705,0
4.0,26.0,82.001305,0.0,12.0,205616.0,4622848.0,167903.0,5683.0,5,-0.0529237031285697,0
4.0,26.0,83.001307,25165773.000103354,13.0,204168.0,4783104.0,181248.0,9373.0,4,0.7886228808141544,0
4.0,26.0,84.001118,0.0,21.0,175208.0,4576768.0,170194.0,3877.0,6,-0.0662120759376627,0
4.0,26.0,85.001119,0.0,6.0,175208.0,4742656.0,169299.0,4041.0,11,-0.0190203130474132,0
4.0,26.0,86.001136,25165395.00731301,10.0,166520.0,4622848.0,166501.0,3321.0,11,0.8180741335335805,0
4.0,26.0,87.001126,0.0,5.0,196928.0,4783104.0,330885.0,40270.0,5,-0.0408525981125526,0
4.0,26.0,88.00129,0.0,15.0,163624.0,4676608.0,175278.0,4151.0,3,-0.0611796241153654,0
4.0,26.0,89.00113,0.0,21.0,141904.0,4733952.0,162790.0,3607.0,11,-0.0662120759376627,0
4.0,26.0,90.001322,26209366.59164677,19.0,131768.0,4651520.0,166509.0,3582.0,1,0.8945095203372828,0
4.0,26.0,91.001298,0.0,19.0,101360.0,4783104.0,166887.0,4929.0,11,-0.0599699937511705,0
4.0,26.0,92.001316,0.0,4.0,99912.0,4673536.0,165045.0,3997.0,11,-0.0126836088119659,0
4.0,26.0,93.001112,0.0,9.0,94120.0,4783104.0,164578.0,2801.0,11,-0.0995492761027379,0
4.0,26.0,94.001292,0.0,6.0,95568.0,4762624.0,178347.0,7547.0,11,-0.098687660112452,0
4.0,26.0,95.0013,0.0,5.0,94120.0,4765184.0,169255.0,8878.0,4,-0.0956905068888996,0
4.0,26.0,96.001286,25166176.50493757,3.0,86880.0,4783104.0,163597.0,3827.0,2,0.9378804859439428,0
4.0,26.0,97.001126,0.0,1.0,111496.0,4781568.0,159582.0,6136.0,1,-0.0178480987810771,0
4.0,26.0,98.001113,0.0,1.0,166520.0,4783104.0,160156.0,3541.0,11,-0.0166604965694114,0
4.0,26.0,99.001137,0.0,11.0,189688.0,4783104.0,172023.0,6733.0,3,-0.2391697538375433,0
4.0,26.0,100.001113,25166428.514520846,14.0,178104.0,4677120.0,165716.0,6395.0,11,0.7167229480793863,0
4.0,26.0,101.001123,0.0,17.0,162176.0,4782080.0,169102.0,2483.0,11,-0.3242562571069199,0
4.0,26.0,102.001108,0.0,2.0,222992.0,4783104.0,157915.0,4226.0,11,-0.0453297388885201,0
4.0,26.0,103.001115,25165647.0012449,6.0,196928.0,4781568.0,157919.0,6376.0,11,0.8648208437893559,0
4.0,26.0,104.001128,0.0,4.0,191136.0,4781568.0,158819.0,3108.0,9,-0.0982094355128485,0
4.0,26.0,105.001307,0.0,2.0,233128.0,4783104.0,166609.0,2773.0,11,-0.0495876999729056,0
4.0,26.0,106.00112,25170530.379997853,4.0,199824.0,4744192.0,162213.0,4546.0,4,0.8797724048877998,0
4.0,26.0,107.001127,0.0,1.0,196928.0,4783104.0,158458.0,5965.0,1,-0.0258781061981227,0
4.0,26.0,108.001118,0.0,8.0,189688.0,4741120.0,165957.0,3488.0,6,-0.1891224561448103,0
4.0,26.0,109.001293,25161420.770561792,3.0,198376.0,4779008.0,159344.0,7356.0,11,0.9231369662954207,0
4.0,26.0,110.001128,0.0,9.0,195480.0,4783104.0,168236.0,5764.0,1,-0.2338466022928843,0
4.0,26.0,111.001295,0.0,5.0,198376.0,4698112.0,165668.0,2642.0,10,-0.1592752157627507,0
4.0,26.0,112.001324,25165095.02111696,12.0,188240.0,4705792.0,179488.0,6372.0,11,0.6701462189354837,0
4.0,26.0,113.001135,0.0,8.0,182448.0,4782080.0,167279.0,3729.0,8,-0.2419456193096924,0
4.0,26.0,114.00138,0.0,7.0,209960.0,4781568.0,164198.0,4765.0,11,-0.2158752279479865,0
4.0,26.0,115.001122,25172319.17594055,14.0,189688.0,4700672.0,169330.0,3540.0,5,0.6110861610080897,0
4.0,26.0,116.001151,0.0,3.0,189688.0,4780544.0,157643.0,3426.0,7,-0.0977357616086116,0
4.0,26.0,117.001416,0.0,4.0,195480.0,4614144.0,159161.0,4930.0,11,-0.1290288453231093,0
4.0,26.0,118.00113,25173023.058809053,3.0,194032.0,4782080.0,163660.0,2722.0,11,0.9022642383913884,0
4.0,26.0,119.001136,0.0,15.0,228784.0,4726784.0,160708.0,8855.0,1,-0.3677882739772422,0
4.0,26.0,120.001116,0.0,12.0,185344.0,4664832.0,162767.0,4361.0,1,-0.3189354848368221,0
4.0,26.0,121.00112,25165722.000413418,11.0,182448.0,4782080.0,164687.0,4426.0,11,0.6879296095652486,0
4.0,26.0,122.00019,0.0,15.0,189688.0,4756992.0,171716.0,5353.0,4,-0.3866042840574142,0
4.0,26.0,123.001117,0.0,9.0,192584.0,4760064.0,177109.0,9258.0,11,-0.2549149868676282,0
4.0,26.0,124.00129,25161471.75281985,19.0,199824.0,4781568.0,161780.0,6901.0,4,0.5669861632344587,0
4.0,26.0,125.001121,0.0,10.0,194032.0,4783104.0,164380.0,5406.0,11,-0.2746170637013349,0
4.0,26.0,126.001152,0.0,13.0,202720.0,4783104.0,169655.0,5209.0,8,-0.3327074455173983,0
4.0,26.0,127.00117,0.0,10.0,185344.0,4780544.0,156825.0,3723.0,11,-0.2746170637013349,0
4.0,26.0,128.001154,25166226.00642167,12.0,179552.0,4690432.0,162203.0,6924.0,11,0.6849602984272877,0
4.0,26.0,129.001112,0.0,6.0,202720.0,4781568.0,157484.0,6999.0,6,-0.1771578146021657,0
4.0,26.0,130.001151,0.0,5.0,201272.0,4783104.0,163525.0,5293.0,11,-0.1496005737911719,0
4.0,26.0,131.001328,25161369.78851033,5.0,202720.0,4784128.0,163341.0,10051.0,11,0.8499630513901618,0
4.0,26.0,132.001376,0.0,20.0,191136.0,4639232.0,372823.0,30207.0,11,-0.3802724238426979,0
4.0,26.0,133.001301,0.0,3.0,133216.0,4783104.0,171706.0,5685.0,5,-0.0933110093300828,0
4.0,26.0,134.001372,0.0,14.0,194032.0,4713984.0,181509.0,8991.0,2,-0.3116292919081085,0
4.0,26.0,135.000219,26244659.88941794,39.0,181000.0,4783104.0,172789.0,6411.0,9,0.5278268985004373,0
4.0,26.0,136.001121,0.0,9.0,157832.0,4783104.0,170536.0,4871.0,2,-0.2013603753184642,0
4.0,26.0,137.001138,0.0,11.0,186792.0,4622848.0,168715.0,2864.0,11,-0.2315062060106975,0
4.0,26.0,138.00112,0.0,24.0,165072.0,4700160.0,166793.0,2719.0,6,-0.3657715260961209,0
4.0,26.0,139.001116,25165924.500401348,20.0,225888.0,4783104.0,174113.0,5775.0,7,0.6724460293774732,0
4.0,26.0,140.001413,0.0,11.0,117288.0,4783104.0,179289.0,10567.0,8,-0.2014828218405204,0
4.0,26.0,141.001303,0.0,2.0,117288.0,4783104.0,170658.0,6352.0,6,-0.0387570473488052,0
4.0,26.0,142.001368,0.0,14.0,99912.0,4781568.0,175194.0,3226.0,6,-0.2478877812524869,0
4.0,26.0,143.001295,0.0,6.0,99912.0,4783104.0,167546.0,6498.0,7,-0.1144411742139637,0
4.0,26.0,144.001317,0.0,0.0,99912.0,4783104.0,174860.0,7135.0,11,0.0,0
4.0,26.0,145.001134,25170429.842805948,8.0,115840.0,4783104.0,182268.0,14874.0,4,0.8273430115521174,0
4.0,26.0,146.001412,0.0,13.0,98464.0,4772864.0,177966.0,2601.0,2,-0.2429631449014329,0
4.0,26.0,147.001324,0.0,0.0,97016.0,4783104.0,157589.0,3733.0,11,0.0,0
4.0,26.0,148.001388,0.0,2.0,94120.0,4781568.0,158598.0,3829.0,8,-0.0387570473488052,0
4.0,26.0,149.001293,0.0,0.0,99912.0,4783104.0,158708.0,4586.0,11,0.0,0
4.0,26.0,150.001224,0.0,1.0,99912.0,4781568.0,165081.0,5785.0,6,-0.0194077201022723,0
4.0,26.0,151.001244,25165320.010093488,0.0,99912.0,4783104.0,160797.0,3659.0,2,0.987691373478453,0
4.0,26.0,152.001142,0.0,0.0,123080.0,4781568.0,165159.0,2251.0,11,0.0,0
4.0,26.0,153.001157,0.0,0.0,246160.0,4783104.0,159299.0,2823.0,11,0.0,0
4.0,26.0,154.001148,25166050.502038587,18.0,260640.0,4746752.0,170285.0,2890.0,7,0.6958214323135243,0
4.0,26.0,155.00112,0.0,4.0,254848.0,4783104.0,172890.0,2450.0,11,-0.0932358453298703,0
4.0,26.0,156.001121,25165800.00002289,8.0,244712.0,4768768.0,163221.0,4526.0,11,0.8197757094094318,0
4.0,26.0,157.001291,0.0,5.0,182448.0,4783104.0,162038.0,2942.0,6,-0.1157855981823013,0
4.0,26.0,158.00112,0.0,3.0,182448.0,4783104.0,161537.0,6446.0,11,-0.0778945200963105,0
4.0,26.0,159.000189,24139722.67447372,1.0,181000.0,4783104.0,170876.0,3382.0,8,0.9263620574272255,0
4.0,26.0,160.001118,0.0,18.0,260640.0,4783104.0,161905.0,4375.0,6,-0.3692946795011326,0
4.0,26.0,161.001122,0.0,10.0,253400.0,4783104.0,166790.0,4307.0,11,-0.2412799142932393,0
4.0,26.0,162.001363,25159759.461803462,22.0,243264.0,4691968.0,526310.0,7241.0,11,0.5915567998220002,0
4.0,26.0,163.001304,0.0,32.0,176656.0,4585472.0,179309.0,10415.0,11,-0.4383936311814836,0
4.0,26.0,164.001304,0.0,25.0,167968.0,4783104.0,162983.0,5152.0,9,-0.3696120785079232,0
4.0,26.0,165.0014,0.0,13.0,169416.0,4783104.0,201447.0,21113.0,11,-0.2284390338217798,0
4.0,26.0,166.001282,25168794.350552447,19.0,137560.0,4783104.0,199797.0,22228.0,10,0.6912164591327035,0
4.0,26.0,167.001118,0.0,7.0,133216.0,4783104.0,175710.0,7897.0,11,-0.1297884331134372,0
4.0,26.0,168.001299,0.0,23.0,91224.0,4699136.0,195635.0,18043.0,11,-0.3514134900086547,0
4.0,26.0,169.001415,0.0,2.0,89776.0,4783104.0,177255.0,5030.0,1,-0.0428779536139619,0
4.0,26.0,170.001382,0.0,0.0,91224.0,4781568.0,162021.0,6294.0,11,0.0,0
4.0,26.0,171.00124,0.0,7.0,88328.0,4749824.0,178199.0,4538.0,11,-0.1297884331134372,0
4.0,26.0,172.001294,25164465.073384494,17.0,76744.0,4762112.0,205238.0,11313.0,4,0.6957297658838033,0
4.0,26.0,173.001124,0.0,6.0,91224.0,4783104.0,174374.0,6406.0,4,-0.1294739441131276,0
4.0,26.0,174.001308,0.0,8.0,79640.0,4783104.0,176202.0,4495.0,11,-0.1473042459339734,0
4.0,26.0,175.00122,0.0,2.0,79640.0,4783104.0,165116.0,3719.0,11,-0.0378779536139618,0
4.0,26.0,176.001293,0.0,15.0,62264.0,4783104.0,177036.0,7533.0,11,-0.257407791657749,0
4.0,26.0,177.001145,0.0,4.0,66608.0,4783104.0,188717.0,36713.0,11,-0.0753236281288585,0
4.0,26.0,178.001396,0.0,2.0,66608.0,4783104.0,162432.0,4026.0,11,-0.0378779536139618,0
4.0,26.0,179.001412,0.0,0.0,66608.0,4781568.0,158127.0,4180.0,11,0.0,0
4.0,26.0,180.001417,25165698.00063085,9.0,62264.0,4783104.0,167960.0,6204.0,11,0.8355609490047593,0
4.0,26.0,181.001371,0.0,0.0,62264.0,4783104.0,162920.0,5224.0,7,0.0,0
4.0,26.0,182.000484,0.0,1.0,66608.0,4783104.0,162784.0,6095.0,5,-0.0283675375942194,0
4.0,26.0,183.001289,0.0,0.0,66608.0,4781568.0,167732.0,6024.0,11,0.0,0
4.0,26.0,184.001289,0.0,1.0,65160.0,4783104.0,162401.0,4187.0,11,-0.0247322744220013,0
4.0,26.0,185.001307,0.0,1.0,66608.0,4783104.0,161187.0,5055.0,5,-0.0324062613908251,0
4.0,26.0,186.001136,0.0,4.0,66608.0,4783104.0,161911.0,4030.0,6,-0.1075817431231232,0
4.0,26.0,187.001416,0.0,0.0,66608.0,4783104.0,164595.0,2589.0,10,0.0,0
4.0,26.0,188.00142,25165722.000413418,1.0,28960.0,4781568.0,158950.0,5601.0,10,0.9689839744498218,0
4.0,26.0,189.001407,0.0,1.0,66608.0,4781568.0,161665.0,4206.0,11,-0.0310160255501782,0
4.0,26.0,190.001382,0.0,0.0,66608.0,4781568.0,157096.0,3864.0,11,0.0,0
4.0,26.0,191.001266,0.0,0.0,76744.0,4781568.0,154092.0,3027.0,11,0.0,0
4.0,26.0,192.00135,0.0,1.0,98464.0,4783104.0,226831.0,65994.0,9,-0.0483917385973112,0
4.0,26.0,193.001297,0.0,4.0,141904.0,4783104.0,169029.0,6217.0,1,-0.1881994300255866,0
4.0,26.0,194.001272,0.0,15.0,134664.0,4781568.0,161250.0,2496.0,2,-0.3701326110339024,0
4.0,26.0,195.001387,25162929.3329937,8.0,56472.0,4781568.0,173151.0,4213.0,5,0.7438341078034578,0
4.0,26.0,196.001129,0.0,4.0,137560.0,4781568.0,165060.0,4186.0,11,-0.1849682434617156,0
4.0,26.0,197.001131,0.0,8.0,133216.0,4781568.0,163919.0,4823.0,3,-0.332183398539643,0
4.0,26.0,198.001134,0.0,4.0,140456.0,4783104.0,170847.0,8758.0,1,-0.188821207634093,0
4.0,26.0,199.001122,24117536.940961663,9.0,134664.0,4783104.0,163604.0,5349.0,10,0.6067031658708033,0
4.0,26.0,200.001263,0.0,4.0,165072.0,4781568.0,158451.0,5607.0,4,-0.1889778097589147,0
4.0,26.0,201.001307,0.0,2.0,141904.0,4783104.0,165443.0,4424.0,9,-0.0958853154694184,0
4.0,26.0,202.001245,0.0,5.0,136112.0,4781568.0,160010.0,7172.0,11,-0.2252936276918613,0
4.0,26.0,203.000189,0.0,11.0,136112.0,4746752.0,161617.0,3974.0,11,-0.3585475792221349,0
4.0,26.0,204.001281,26185806.2231774,3.0,65160.0,4781568.0,157709.0,3124.0,4,0.8594688533828321,0
4.0,26.0,205.00126,0.0,2.0,123080.0,4781568.0,159207.0,4287.0,4,-0.0859457081622758,0
4.0,26.0,206.001281,0.0,0.0,123080.0,4781568.0,167378.0,7543.0,11,0.0,0
4.0,26.0,207.001219,0.0,2.0,121632.0,4783104.0,164069.0,4774.0,11,-0.0812407456456037,0
4.0,26.0,208.001123,25168240.732062064,1.0,152040.0,4783104.0,164874.0,3128.0,4,0.937130832367722,0
4.0,26.0,209.001142,0.0,6.0,141904.0,4755456.0,181801.0,4660.0,2,-0.2378232497133834,0
4.0,26.0,210.001132,0.0,1.0,140456.0,4782080.0,166002.0,3743.0,11,-0.0408920680733453,0
4.0,26.0,211.001221,0.0,0.0,141904.0,4783104.0,165864.0,4833.0,11,0.0,0
4.0,26.0,212.001297,0.0,1.0,141904.0,4781568.0,162096.0,6522.0,4,-0.0491048787857071,0
4.0,26.0,213.001131,25170002.193575688,1.0,166520.0,4781568.0,161113.0,3325.0,5,0.9321444549007388,0
4.0,26.0,214.001313,0.0,3.0,140456.0,4783104.0,161359.0,2457.0,11,-0.1442960188902934,0
4.0,26.0,215.001336,0.0,9.0,139008.0,4781568.0,168598.0,5715.0,6,-0.355965623343309,0
4.0,26.0,216.00112,24122458.6255328,3.0,163624.0,4783104.0,164666.0,5361.0,5,0.7882439581052417,0
4.0,26.0,217.00112,0.0,2.0,183896.0,4781568.0,161578.0,3912.0,3,-0.104225500204322,0
4.0,26.0,218.00114,0.0,3.0,179552.0,4783104.0,181781.0,8723.0,11,-0.1442960188902934,0
4.0,26.0,219.001288,0.0,4.0,175208.0,4781568.0,158995.0,4574.0,8,-0.1882776023939374,0
4.0,26.0,220.001132,25169750.11241604,13.0,160728.0,4783104.0,171634.0,3356.0,11,0.6024233048083162,0
4.0,26.0,221.001293,0.0,9.0,121632.0,4783104.0,170436.0,2327.0,11,-0.3157182693537127,0
4.0,26.0,222.001321,0.0,1.0,120184.0,4781568.0,163570.0,6090.0,10,-0.0412284913814889,0
4.0,26.0,223.001384,0.0,0.0,121632.0,4783104.0,158566.0,4771.0,5,-0.0048391004508129,0
4.0,26.0,224.001304,26216497.04274126,4.0,121632.0,4781568.0,157788.0,4404.0,4,0.7933909249679401,0
4.0,26.0,225.001328,0.0,0.0,121632.0,4781568.0,155666.0,2009.0,1,-0.0003404892315413,0
4.0,26.0,226.001134,0.0,0.0,121632.0,4783104.0,156750.0,4396.0,11,0.0,0
4.0,26.0,227.001121,0.0,12.0,121632.0,4783104.0,163187.0,7473.0,11,-0.3628399187237027,0
4.0,26.0,228.001318,24112496.56128504,0.0,121632.0,4781568.0,156655.0,5663.0,11,0.9559980973379834,0
4.0,26.0,229.001285,0.0,0.0,60816.0,4781568.0,156318.0,4336.0,11,0.0,0
4.0,26.0,230.001312,0.0,1.0,121632.0,4783104.0,160424.0,3582.0,11,-0.0382393595734085,0
4.0,26.0,231.001155,0.0,0.0,121632.0,4780544.0,159783.0,4912.0,11,0.0,0
4.0,26.0,232.000191,0.0,0.0,141904.0,4781568.0,154606.0,3061.0,2,-0.0002847747979844,0
4.0,26.0,233.001161,25141436.655869864,2.0,225888.0,4780032.0,165648.0,3264.0,7,0.9207683772634374,0
4.0,26.0,234.001119,0.0,12.0,351864.0,4624384.0,169711.0,2143.0,11,-0.3628399187237027,0
4.0,26.0,235.001129,27262703.00273368,27.0,334488.0,4728320.0,163905.0,5610.0,3,0.5097596319786727,0
4.0,26.0,236.001157,0.0,17.0,320008.0,4781568.0,163396.0,2703.0,11,-0.3626927915888869,0
4.0,26.0,237.001134,25166403.013321582,28.0,296840.0,4599808.0,162718.0,4914.0,11,0.5776114514073349,0
4.0,26.0,238.00115,0.0,8.0,293944.0,4783104.0,164449.0,5966.0,11,-0.1388577710131212,0
4.0,26.0,239.001113,26215370.348416947,4.0,288152.0,4783104.0,164011.0,4818.0,10,0.9271439303097984,0
4.0,26.0,240.001132,0.0,3.0,350416.0,4777472.0,164870.0,1888.0,11,-0.053272966016323,0
4.0,26.0,241.001135,26214321.87523283,11.0,299736.0,4782080.0,165207.0,4324.0,4,0.791358257267984,0
4.0,26.0,242.00021,0.0,21.0,286704.0,4663296.0,172514.0,2006.0,5,-0.342175350216741,0
4.0,26.0,243.000185,28312259.080158863,31.0,267880.0,4667392.0,160166.0,3114.0,7,0.6065068206574544,0
4.0,26.0,244.001158,0.0,11.0,266432.0,4783104.0,164683.0,5115.0,11,-0.1802056358966477,0
4.0,26.0,245.001125,25166655.02744133,18.0,250504.0,4725248.0,163804.0,8736.0,11,0.6466521650283028,0
