state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,actions,rewards,dones
4.0,26.0,246.001135,0.0,21.0,183896.0,4780544.0,164248.0,7139.0,11,-0.3085821160578442,0
4.0,26.0,247.001134,0.0,7.0,175208.0,4783104.0,166699.0,3328.0,5,-0.1378121706421757,0
4.0,26.0,248.001162,25165119.019749444,14.0,169416.0,4783104.0,162165.0,8616.0,2,0.6888423713602259,0
4.0,26.0,249.000224,0.0,5.0,143352.0,4783104.0,156136.0,5087.0,11,-0.0849319840518609,0
4.0,26.0,250.001327,0.0,2.0,65160.0,4783104.0,155726.0,3775.0,10,-0.0342515886549376,0
4.0,26.0,251.001299,0.0,1.0,141904.0,4777984.0,160338.0,1785.0,11,-0.0171459330985386,0
4.0,26.0,252.001138,25169876.1523647,2.0,141904.0,4781568.0,200694.0,37953.0,4,0.8672094966869726,0
4.0,26.0,253.001132,0.0,19.0,102808.0,4783104.0,159633.0,3708.0,1,-0.2878376345015767,0
4.0,26.0,254.001415,0.0,12.0,139008.0,4712448.0,171534.0,2298.0,5,-0.2169305448143493,0
4.0,26.0,255.001138,0.0,16.0,125976.0,4764160.0,182243.0,14533.0,11,-0.249842066578887,0
4.0,26.0,256.001136,25165875.000103354,16.0,165072.0,4783104.0,160731.0,4064.0,4,0.6871775474917697,0
4.0,26.0,257.001413,0.0,6.0,133216.0,4783104.0,253811.0,20617.0,6,-0.1302602229177512,0
4.0,26.0,258.001121,0.0,14.0,114392.0,4783104.0,175561.0,8551.0,9,-0.2763366865676723,0
4.0,26.0,259.001335,0.0,18.0,102808.0,4741120.0,171920.0,2949.0,9,-0.3320183851339244,0
4.0,26.0,260.001413,0.0,6.0,97016.0,4733952.0,161441.0,6171.0,11,-0.1302602229177512,0
4.0,26.0,261.001162,0.0,17.0,101360.0,4783104.0,163207.0,5738.0,11,-0.3192258150822372,0
4.0,26.0,262.001374,25160491.13032368,2.0,86880.0,4780544.0,176448.0,8372.0,4,0.9292295479349924,0
4.0,26.0,263.001359,0.0,4.0,121632.0,4783104.0,163399.0,4308.0,11,-0.0982094355128485,0
4.0,26.0,264.001214,0.0,8.0,86880.0,4781568.0,162065.0,3206.0,11,-0.1891224561448103,0
4.0,26.0,265.001215,0.0,1.0,37648.0,4783104.0,163301.0,2196.0,11,-0.0248551182579462,0
4.0,26.0,266.001295,0.0,2.0,83984.0,4783104.0,166386.0,8712.0,11,-0.0523014196997306,0
4.0,26.0,267.001137,0.0,1.0,82536.0,4783104.0,159392.0,3743.0,11,-0.0262226375572724,0
4.0,26.0,268.001128,0.0,2.0,102808.0,4783104.0,164526.0,7468.0,11,-0.0523014196997306,0
4.0,26.0,269.001138,25165572.0025234,3.0,85432.0,4767232.0,164788.0,3193.0,10,0.9218843800726236,0
4.0,26.0,270.001301,0.0,1.0,83984.0,4781568.0,160396.0,2822.0,11,-0.0262226375572724,0
4.0,26.0,271.001253,0.0,0.0,85432.0,4781568.0,157644.0,3411.0,6,0.0,0
4.0,26.0,272.001119,0.0,0.0,133216.0,4783104.0,160209.0,4042.0,5,-0.0066161773485969,0
4.0,26.0,273.001124,0.0,3.0,521280.0,4770304.0,163119.0,3741.0,11,-0.0823456444255102,0
4.0,26.0,274.001118,25165975.500912044,41.0,298288.0,4534784.0,173383.0,7991.0,4,0.4967992528132262,0
4.0,26.0,275.001129,0.0,43.0,99912.0,4536320.0,190109.0,6091.0,11,-0.3852135372624553,0
4.0,26.0,276.000222,25188670.221611638,7.0,293944.0,4783104.0,173370.0,4849.0,11,0.9176223493949116,0
4.0,26.0,277.001161,0.0,14.0,282360.0,4673536.0,164467.0,4059.0,11,-0.1604013182199978,0
4.0,26.0,278.001111,25167082.56293859,28.0,292496.0,4500480.0,199108.0,5222.0,3,0.6940889765659002,0
4.0,26.0,279.00112,0.0,26.0,250504.0,4666368.0,170290.0,7346.0,11,-0.2747194403758833,0
4.0,26.0,280.001158,0.0,14.0,241816.0,4618752.0,162470.0,4993.0,11,-0.1604013182199978,0
4.0,26.0,281.001122,25166730.032618266,12.0,288152.0,4612608.0,175854.0,3565.0,9,0.8611634885577213,0
4.0,26.0,282.001121,0.0,37.0,266432.0,4633088.0,176668.0,6608.0,5,-0.3773421533946755,0
4.0,26.0,283.000188,25189325.4266314,13.0,269328.0,4783104.0,163673.0,4581.0,8,0.8503326804590002,0
4.0,26.0,284.001387,0.0,43.0,101360.0,4781568.0,164796.0,2798.0,11,-0.3759414321052081,0
4.0,26.0,285.001142,25171990.5106415,1.0,214304.0,4783104.0,162876.0,3890.0,11,0.9879748290395732,0
4.0,26.0,286.001396,0.0,27.0,201272.0,4783104.0,174501.0,5525.0,1,-0.2777557763190095,0
4.0,26.0,287.001122,0.0,5.0,251952.0,4783104.0,170869.0,3595.0,3,-0.0674625214301611,0
4.0,26.0,288.001197,25163937.14148164,34.0,182448.0,4783104.0,161330.0,4397.0,2,0.6647703628030123,0
4.0,26.0,289.001136,0.0,1.0,182448.0,4783104.0,161133.0,4083.0,11,-0.0113616802188368,0
4.0,26.0,290.001299,0.0,14.0,182448.0,4783104.0,157612.0,2839.0,11,-0.1539309937088769,0
4.0,26.0,291.001138,25169876.1523647,1.0,182448.0,4781568.0,164114.0,6251.0,4,0.9679058369327508,0
4.0,26.0,292.001308,0.0,7.0,182448.0,4781568.0,159656.0,4356.0,6,-0.0788810835125768,0
4.0,26.0,293.001423,0.0,4.0,241816.0,4783104.0,217437.0,13463.0,5,-0.0703297388885201,0
4.0,26.0,294.001133,25173123.616718013,47.0,120184.0,4733952.0,172624.0,9205.0,2,0.5959166596248353,0
4.0,26.0,295.001125,0.0,7.0,130320.0,4783104.0,162224.0,6838.0,11,-0.0785300678919895,0
4.0,26.0,296.001418,0.0,0.0,175208.0,4783104.0,156556.0,2061.0,2,-0.0010660298176846,0
4.0,26.0,297.001307,0.0,4.0,144800.0,4779008.0,167090.0,8869.0,2,-0.0507492254468641,0
4.0,26.0,298.001226,25167862.665137406,2.0,144800.0,4781568.0,166179.0,4476.0,2,0.9671522416671388,0
4.0,26.0,299.00122,0.0,3.0,143352.0,4730880.0,165612.0,4386.0,11,-0.0338846344785734,0
4.0,26.0,300.001882,0.0,1.0,144800.0,4781568.0,158889.0,3851.0,11,-0.0113102874802005,0
